"SECCION","ALBERTO_JIMENEZ","ENRIQUE_CARDENAS","MIGUEL_BARBOSA","NO_REGISTRADOS","NULOS","TOTAL_VOTOS","LISTA_NOMINAL","aj_porc","ec_porc","mb_porc","no_reg_porc","nulos_porc","parti_porc","abst_porc","GANADOR","PORC_GANADOR","CVE_GANADOR"
"1245",119,433,418,0,41,1011,3334,11.77,42.83,41.35,0,4.06,30.32,69.68,"ENRIQUE_CARDENAS",42.83,"2"
"1246",356,1798,1195,13,84,3446,12867,10.33,52.18,34.68,0.38,2.44,26.78,73.22,"ENRIQUE_CARDENAS",52.18,"2"
"1248",124,643,570,0,46,1383,4737,8.97,46.49,41.21,0,3.33,29.2,70.8,"ENRIQUE_CARDENAS",46.49,"2"
"1249",405,879,1287,5,118,2694,11741,15.03,32.63,47.77,0.19,4.38,22.95,77.05,"MIGUEL_BARBOSA",47.77,"3"
"125",86,266,211,2,17,582,1732,14.78,45.7,36.25,0.34,2.92,33.6,66.4,"ENRIQUE_CARDENAS",45.7,"2"
"1251",140,585,523,1,43,1292,3748,10.84,45.28,40.48,0.08,3.33,34.47,65.53,"ENRIQUE_CARDENAS",45.28,"2"
"1252",232,790,743,3,78,1846,6884,12.57,42.8,40.25,0.16,4.23,26.82,73.18,"ENRIQUE_CARDENAS",42.8,"2"
"1253",474,1348,1466,4,108,3400,16702,13.94,39.65,43.12,0.12,3.18,20.36,79.64,"MIGUEL_BARBOSA",43.12,"3"
"1254",173,194,295,0,27,689,3480,25.11,28.16,42.82,0,3.92,19.8,80.2,"MIGUEL_BARBOSA",42.82,"3"
"1255",113,114,206,0,18,451,2237,25.06,25.28,45.68,0,3.99,20.16,79.84,"MIGUEL_BARBOSA",45.68,"3"
"1256",320,41,110,0,10,481,1214,66.53,8.52,22.87,0,2.08,39.62,60.38,"ALBERTO_JIMENEZ",66.53,"1"
"1257",136,88,74,0,19,317,1109,42.9,27.76,23.34,0,5.99,28.58,71.42,"ALBERTO_JIMENEZ",42.9,"1"
"1258",203,121,143,0,34,501,1919,40.52,24.15,28.54,0,6.79,26.11,73.89,"ALBERTO_JIMENEZ",40.52,"1"
"1259",625,360,434,2,64,1485,6053,42.09,24.24,29.23,0.13,4.31,24.53,75.47,"ALBERTO_JIMENEZ",42.09,"1"
"126",134,405,355,2,31,927,3536,14.46,43.69,38.3,0.22,3.34,26.22,73.78,"ENRIQUE_CARDENAS",43.69,"2"
"1260",435,210,519,0,33,1197,3132,36.34,17.54,43.36,0,2.76,38.22,61.78,"MIGUEL_BARBOSA",43.36,"3"
"1261",5,34,30,0,3,72,220,6.94,47.22,41.67,0,4.17,32.73,67.27,"ENRIQUE_CARDENAS",47.22,"2"
"1262",20,79,27,0,9,135,289,14.81,58.52,20,0,6.67,46.71,53.29,"ENRIQUE_CARDENAS",58.52,"2"
"1263",13,82,24,0,2,121,343,10.74,67.77,19.83,0,1.65,35.28,64.72,"ENRIQUE_CARDENAS",67.77,"2"
"1264",19,69,40,0,5,133,366,14.29,51.88,30.08,0,3.76,36.34,63.66,"ENRIQUE_CARDENAS",51.88,"2"
"1265",14,53,28,0,5,100,293,14,53,28,0,5,34.13,65.87,"ENRIQUE_CARDENAS",53,"2"
"1267",30,118,71,0,8,227,618,13.22,51.98,31.28,0,3.52,36.73,63.27,"ENRIQUE_CARDENAS",51.98,"2"
"1268",40,193,138,0,5,376,859,10.64,51.33,36.7,0,1.33,43.77,56.23,"ENRIQUE_CARDENAS",51.33,"2"
"1269",28,119,65,0,3,215,508,13.02,55.35,30.23,0,1.4,42.32,57.68,"ENRIQUE_CARDENAS",55.35,"2"
"127",245,773,748,0,62,1828,6634,13.4,42.29,40.92,0,3.39,27.56,72.44,"ENRIQUE_CARDENAS",42.29,"2"
"1270",30,87,59,0,1,177,441,16.95,49.15,33.33,0,0.56,40.14,59.86,"ENRIQUE_CARDENAS",49.15,"2"
"1271",29,118,73,0,10,230,594,12.61,51.3,31.74,0,4.35,38.72,61.28,"ENRIQUE_CARDENAS",51.3,"2"
"1272",14,59,30,0,4,107,299,13.08,55.14,28.04,0,3.74,35.79,64.21,"ENRIQUE_CARDENAS",55.14,"2"
"1273",9,52,29,0,5,95,348,9.47,54.74,30.53,0,5.26,27.3,72.7,"ENRIQUE_CARDENAS",54.74,"2"
"1274",20,172,62,0,8,262,509,7.63,65.65,23.66,0,3.05,51.47,48.53,"ENRIQUE_CARDENAS",65.65,"2"
"1275",6,29,26,0,0,61,134,9.84,47.54,42.62,0,0,45.52,54.48,"ENRIQUE_CARDENAS",47.54,"2"
"1276",37,82,77,1,5,202,720,18.32,40.59,38.12,0.5,2.48,28.06,71.94,"ENRIQUE_CARDENAS",40.59,"2"
"1277",13,73,62,0,8,156,362,8.33,46.79,39.74,0,5.13,43.09,56.91,"ENRIQUE_CARDENAS",46.79,"2"
"1278",22,176,85,2,10,295,619,7.46,59.66,28.81,0.68,3.39,47.66,52.34,"ENRIQUE_CARDENAS",59.66,"2"
"1279",38,189,98,0,6,331,656,11.48,57.1,29.61,0,1.81,50.46,49.54,"ENRIQUE_CARDENAS",57.1,"2"
"128",62,224,192,0,17,495,1644,12.53,45.25,38.79,0,3.43,30.11,69.89,"ENRIQUE_CARDENAS",45.25,"2"
"1280",36,207,106,0,10,359,672,10.03,57.66,29.53,0,2.79,53.42,46.58,"ENRIQUE_CARDENAS",57.66,"2"
"1281",45,206,172,1,10,434,930,10.37,47.47,39.63,0.23,2.3,46.67,53.33,"ENRIQUE_CARDENAS",47.47,"2"
"1282",63,229,127,0,14,433,830,14.55,52.89,29.33,0,3.23,52.17,47.83,"ENRIQUE_CARDENAS",52.89,"2"
"1283",16,125,64,0,1,206,433,7.77,60.68,31.07,0,0.49,47.58,52.42,"ENRIQUE_CARDENAS",60.68,"2"
"1284",12,38,24,2,6,82,218,14.63,46.34,29.27,2.44,7.32,37.61,62.39,"ENRIQUE_CARDENAS",46.34,"2"
"1285",6,36,40,0,7,89,282,6.74,40.45,44.94,0,7.87,31.56,68.44,"MIGUEL_BARBOSA",44.94,"3"
"1286",30,118,91,1,8,248,582,12.1,47.58,36.69,0.4,3.23,42.61,57.39,"ENRIQUE_CARDENAS",47.58,"2"
"1287",43,285,106,0,15,449,921,9.58,63.47,23.61,0,3.34,48.75,51.25,"ENRIQUE_CARDENAS",63.47,"2"
"1288",60,196,175,0,18,449,1169,13.36,43.65,38.98,0,4.01,38.41,61.59,"ENRIQUE_CARDENAS",43.65,"2"
"1289",63,264,148,0,25,500,1070,12.6,52.8,29.6,0,5,46.73,53.27,"ENRIQUE_CARDENAS",52.8,"2"
"129",292,848,648,5,61,1854,9033,15.75,45.74,34.95,0.27,3.29,20.52,79.48,"ENRIQUE_CARDENAS",45.74,"2"
"1290",29,265,118,0,6,418,947,6.94,63.4,28.23,0,1.44,44.14,55.86,"ENRIQUE_CARDENAS",63.4,"2"
"1291",53,323,224,2,32,634,1396,8.36,50.95,35.33,0.32,5.05,45.42,54.58,"ENRIQUE_CARDENAS",50.95,"2"
"1292",71,302,210,1,21,605,1608,11.74,49.92,34.71,0.17,3.47,37.62,62.38,"ENRIQUE_CARDENAS",49.92,"2"
"1293",61,161,131,0,24,377,1273,16.18,42.71,34.75,0,6.37,29.62,70.38,"ENRIQUE_CARDENAS",42.71,"2"
"1294",34,179,126,0,13,352,865,9.66,50.85,35.8,0,3.69,40.69,59.31,"ENRIQUE_CARDENAS",50.85,"2"
"1295",71,248,244,1,14,578,1524,12.28,42.91,42.21,0.17,2.42,37.93,62.07,"ENRIQUE_CARDENAS",42.91,"2"
"1296",64,183,202,1,20,470,1398,13.62,38.94,42.98,0.21,4.26,33.62,66.38,"MIGUEL_BARBOSA",42.98,"3"
"1297",31,163,167,0,12,373,951,8.31,43.7,44.77,0,3.22,39.22,60.78,"MIGUEL_BARBOSA",44.77,"3"
"1298",22,131,75,0,9,237,644,9.28,55.27,31.65,0,3.8,36.8,63.2,"ENRIQUE_CARDENAS",55.27,"2"
"1299",61,236,131,0,14,442,1205,13.8,53.39,29.64,0,3.17,36.68,63.32,"ENRIQUE_CARDENAS",53.39,"2"
"13",45,135,135,0,8,323,1414,13.93,41.8,41.8,0,2.48,22.84,77.16,"ENRIQUE_CARDENAS",41.8,"2"
"130",112,383,331,0,30,856,2127,13.08,44.74,38.67,0,3.5,40.24,59.76,"ENRIQUE_CARDENAS",44.74,"2"
"1300",30,181,162,1,13,387,1016,7.75,46.77,41.86,0.26,3.36,38.09,61.91,"ENRIQUE_CARDENAS",46.77,"2"
"1301",25,137,95,5,8,270,698,9.26,50.74,35.19,1.85,2.96,38.68,61.32,"ENRIQUE_CARDENAS",50.74,"2"
"1302",19,190,110,0,7,326,687,5.83,58.28,33.74,0,2.15,47.45,52.55,"ENRIQUE_CARDENAS",58.28,"2"
"1303",60,238,191,1,23,513,1437,11.7,46.39,37.23,0.19,4.48,35.7,64.3,"ENRIQUE_CARDENAS",46.39,"2"
"1304",68,429,338,0,19,854,1815,7.96,50.23,39.58,0,2.22,47.05,52.95,"ENRIQUE_CARDENAS",50.23,"2"
"1305",79,204,180,0,22,485,1350,16.29,42.06,37.11,0,4.54,35.93,64.07,"ENRIQUE_CARDENAS",42.06,"2"
"1306",76,223,211,0,25,535,1388,14.21,41.68,39.44,0,4.67,38.54,61.46,"ENRIQUE_CARDENAS",41.68,"2"
"1307",74,235,264,0,29,602,1840,12.29,39.04,43.85,0,4.82,32.72,67.28,"MIGUEL_BARBOSA",43.85,"3"
"1308",41,451,145,0,23,660,1263,6.21,68.33,21.97,0,3.48,52.26,47.74,"ENRIQUE_CARDENAS",68.33,"2"
"1309",40,140,110,0,16,306,932,13.07,45.75,35.95,0,5.23,32.83,67.17,"ENRIQUE_CARDENAS",45.75,"2"
"131",136,435,344,2,27,944,3515,14.41,46.08,36.44,0.21,2.86,26.86,73.14,"ENRIQUE_CARDENAS",46.08,"2"
"1310",34,208,125,0,13,380,976,8.95,54.74,32.89,0,3.42,38.93,61.07,"ENRIQUE_CARDENAS",54.74,"2"
"1311",51,205,145,0,27,428,956,11.92,47.9,33.88,0,6.31,44.77,55.23,"ENRIQUE_CARDENAS",47.9,"2"
"1312",17,154,98,1,11,281,699,6.05,54.8,34.88,0.36,3.91,40.2,59.8,"ENRIQUE_CARDENAS",54.8,"2"
"1313",113,514,294,2,27,950,2219,11.89,54.11,30.95,0.21,2.84,42.81,57.19,"ENRIQUE_CARDENAS",54.11,"2"
"1314",55,562,202,0,21,840,1608,6.55,66.9,24.05,0,2.5,52.24,47.76,"ENRIQUE_CARDENAS",66.9,"2"
"1315",53,206,133,0,19,411,1057,12.9,50.12,32.36,0,4.62,38.88,61.12,"ENRIQUE_CARDENAS",50.12,"2"
"1316",61,180,187,0,25,453,1365,13.47,39.74,41.28,0,5.52,33.19,66.81,"MIGUEL_BARBOSA",41.28,"3"
"1317",47,176,195,0,13,431,1066,10.9,40.84,45.24,0,3.02,40.43,59.57,"MIGUEL_BARBOSA",45.24,"3"
"1319",56,224,288,0,23,591,1572,9.48,37.9,48.73,0,3.89,37.6,62.4,"MIGUEL_BARBOSA",48.73,"3"
"132",217,578,582,0,55,1432,7288,15.15,40.36,40.64,0,3.84,19.65,80.35,"MIGUEL_BARBOSA",40.64,"3"
"1320",115,652,533,0,41,1341,2756,8.58,48.62,39.75,0,3.06,48.66,51.34,"ENRIQUE_CARDENAS",48.62,"2"
"1321",58,234,259,0,19,570,1521,10.18,41.05,45.44,0,3.33,37.48,62.52,"MIGUEL_BARBOSA",45.44,"3"
"1322",70,259,194,0,13,536,1277,13.06,48.32,36.19,0,2.43,41.97,58.03,"ENRIQUE_CARDENAS",48.32,"2"
"1323",54,226,201,2,29,512,1152,10.55,44.14,39.26,0.39,5.66,44.44,55.56,"ENRIQUE_CARDENAS",44.14,"2"
"1324",57,555,211,1,17,841,1606,6.78,65.99,25.09,0.12,2.02,52.37,47.63,"ENRIQUE_CARDENAS",65.99,"2"
"1325",31,438,162,0,15,646,1211,4.8,67.8,25.08,0,2.32,53.34,46.66,"ENRIQUE_CARDENAS",67.8,"2"
"1326",46,162,115,0,8,331,878,13.9,48.94,34.74,0,2.42,37.7,62.3,"ENRIQUE_CARDENAS",48.94,"2"
"1327",76,283,215,0,25,599,1526,12.69,47.25,35.89,0,4.17,39.25,60.75,"ENRIQUE_CARDENAS",47.25,"2"
"1328",79,246,259,0,24,608,1569,12.99,40.46,42.6,0,3.95,38.75,61.25,"MIGUEL_BARBOSA",42.6,"3"
"1329",54,355,217,0,26,652,1991,8.28,54.45,33.28,0,3.99,32.75,67.25,"ENRIQUE_CARDENAS",54.45,"2"
"133",72,165,151,0,11,399,1850,18.05,41.35,37.84,0,2.76,21.57,78.43,"ENRIQUE_CARDENAS",41.35,"2"
"1330",27,161,113,0,13,314,882,8.6,51.27,35.99,0,4.14,35.6,64.4,"ENRIQUE_CARDENAS",51.27,"2"
"1331",68,219,174,0,20,481,1252,14.14,45.53,36.17,0,4.16,38.42,61.58,"ENRIQUE_CARDENAS",45.53,"2"
"1332",27,189,121,0,8,345,856,7.83,54.78,35.07,0,2.32,40.3,59.7,"ENRIQUE_CARDENAS",54.78,"2"
"1333",79,196,155,0,22,452,1148,17.48,43.36,34.29,0,4.87,39.37,60.63,"ENRIQUE_CARDENAS",43.36,"2"
"1334",54,188,157,0,23,422,1053,12.8,44.55,37.2,0,5.45,40.08,59.92,"ENRIQUE_CARDENAS",44.55,"2"
"1335",55,185,157,0,10,407,900,13.51,45.45,38.57,0,2.46,45.22,54.78,"ENRIQUE_CARDENAS",45.45,"2"
"1336",13,71,79,0,7,170,439,7.65,41.76,46.47,0,4.12,38.72,61.28,"MIGUEL_BARBOSA",46.47,"3"
"1337",30,259,135,0,11,435,986,6.9,59.54,31.03,0,2.53,44.12,55.88,"ENRIQUE_CARDENAS",59.54,"2"
"1338",83,201,268,0,24,576,1629,14.41,34.9,46.53,0,4.17,35.36,64.64,"MIGUEL_BARBOSA",46.53,"3"
"1339",63,238,197,0,20,518,1424,12.16,45.95,38.03,0,3.86,36.38,63.62,"ENRIQUE_CARDENAS",45.95,"2"
"134",465,103,327,0,53,948,2106,49.05,10.86,34.49,0,5.59,45.01,54.99,"ALBERTO_JIMENEZ",49.05,"1"
"1340",65,189,216,0,12,482,1228,13.49,39.21,44.81,0,2.49,39.25,60.75,"MIGUEL_BARBOSA",44.81,"3"
"1341",29,161,198,0,9,397,1122,7.3,40.55,49.87,0,2.27,35.38,64.62,"MIGUEL_BARBOSA",49.87,"3"
"1342",38,180,161,1,17,397,977,9.57,45.34,40.55,0.25,4.28,40.63,59.37,"ENRIQUE_CARDENAS",45.34,"2"
"1343",24,57,74,0,6,161,392,14.91,35.4,45.96,0,3.73,41.07,58.93,"MIGUEL_BARBOSA",45.96,"3"
"1344",30,140,90,0,9,269,548,11.15,52.04,33.46,0,3.35,49.09,50.91,"ENRIQUE_CARDENAS",52.04,"2"
"1345",40,218,163,1,17,439,994,9.11,49.66,37.13,0.23,3.87,44.16,55.84,"ENRIQUE_CARDENAS",49.66,"2"
"1346",63,170,187,0,16,436,1013,14.45,38.99,42.89,0,3.67,43.04,56.96,"MIGUEL_BARBOSA",42.89,"3"
"1347",126,376,424,0,25,951,1451,13.25,39.54,44.58,0,2.63,65.54,34.46,"MIGUEL_BARBOSA",44.58,"3"
"1348",67,304,224,2,26,623,1525,10.75,48.8,35.96,0.32,4.17,40.85,59.15,"ENRIQUE_CARDENAS",48.8,"2"
"1349",39,207,187,0,8,441,1435,8.84,46.94,42.4,0,1.81,30.73,69.27,"ENRIQUE_CARDENAS",46.94,"2"
"135",123,18,85,2,16,244,519,50.41,7.38,34.84,0.82,6.56,47.01,52.99,"ALBERTO_JIMENEZ",50.41,"1"
"1350",70,247,224,2,25,568,1696,12.32,43.49,39.44,0.35,4.4,33.49,66.51,"ENRIQUE_CARDENAS",43.49,"2"
"1351",60,231,164,1,11,467,1343,12.85,49.46,35.12,0.21,2.36,34.77,65.23,"ENRIQUE_CARDENAS",49.46,"2"
"1352",79,265,273,0,26,643,1938,12.29,41.21,42.46,0,4.04,33.18,66.82,"MIGUEL_BARBOSA",42.46,"3"
"1353",58,268,178,2,17,523,1455,11.09,51.24,34.03,0.38,3.25,35.95,64.05,"ENRIQUE_CARDENAS",51.24,"2"
"1354",58,232,181,1,17,489,1228,11.86,47.44,37.01,0.2,3.48,39.82,60.18,"ENRIQUE_CARDENAS",47.44,"2"
"1355",108,397,328,2,26,861,2451,12.54,46.11,38.1,0.23,3.02,35.13,64.87,"ENRIQUE_CARDENAS",46.11,"2"
"1356",68,186,157,0,15,426,1235,15.96,43.66,36.85,0,3.52,34.49,65.51,"ENRIQUE_CARDENAS",43.66,"2"
"1357",52,208,183,0,22,465,1277,11.18,44.73,39.35,0,4.73,36.41,63.59,"ENRIQUE_CARDENAS",44.73,"2"
"1358",65,244,229,2,20,560,1338,11.61,43.57,40.89,0.36,3.57,41.85,58.15,"ENRIQUE_CARDENAS",43.57,"2"
"1359",128,325,401,0,47,901,3053,14.21,36.07,44.51,0,5.22,29.51,70.49,"MIGUEL_BARBOSA",44.51,"3"
"136",314,64,186,0,36,600,1302,52.33,10.67,31,0,6,46.08,53.92,"ALBERTO_JIMENEZ",52.33,"1"
"1360",46,263,153,5,10,477,996,9.64,55.14,32.08,1.05,2.1,47.89,52.11,"ENRIQUE_CARDENAS",55.14,"2"
"1361",61,440,201,0,17,719,1493,8.48,61.2,27.96,0,2.36,48.16,51.84,"ENRIQUE_CARDENAS",61.2,"2"
"1362",60,233,169,0,30,492,1304,12.2,47.36,34.35,0,6.1,37.73,62.27,"ENRIQUE_CARDENAS",47.36,"2"
"1363",44,176,148,0,25,393,1123,11.2,44.78,37.66,0,6.36,35,65,"ENRIQUE_CARDENAS",44.78,"2"
"1364",56,178,163,0,24,421,1249,13.3,42.28,38.72,0,5.7,33.71,66.29,"ENRIQUE_CARDENAS",42.28,"2"
"1365",85,237,264,0,21,607,1768,14,39.04,43.49,0,3.46,34.33,65.67,"MIGUEL_BARBOSA",43.49,"3"
"1366",75,256,229,1,20,581,1535,12.91,44.06,39.41,0.17,3.44,37.85,62.15,"ENRIQUE_CARDENAS",44.06,"2"
"1367",52,250,170,0,15,487,1127,10.68,51.33,34.91,0,3.08,43.21,56.79,"ENRIQUE_CARDENAS",51.33,"2"
"1368",38,79,74,1,5,197,657,19.29,40.1,37.56,0.51,2.54,29.98,70.02,"ENRIQUE_CARDENAS",40.1,"2"
"1369",128,337,291,0,22,778,2451,16.45,43.32,37.4,0,2.83,31.74,68.26,"ENRIQUE_CARDENAS",43.32,"2"
"137",400,32,115,0,40,587,1375,68.14,5.45,19.59,0,6.81,42.69,57.31,"ALBERTO_JIMENEZ",68.14,"1"
"1370",102,267,292,1,22,684,1925,14.91,39.04,42.69,0.15,3.22,35.53,64.47,"MIGUEL_BARBOSA",42.69,"3"
"1371",70,201,191,2,23,487,1442,14.37,41.27,39.22,0.41,4.72,33.77,66.23,"ENRIQUE_CARDENAS",41.27,"2"
"1372",65,320,263,2,11,661,1778,9.83,48.41,39.79,0.3,1.66,37.18,62.82,"ENRIQUE_CARDENAS",48.41,"2"
"1373",56,194,166,2,22,440,1210,12.73,44.09,37.73,0.45,5,36.36,63.64,"ENRIQUE_CARDENAS",44.09,"2"
"1374",159,459,468,0,37,1123,3578,14.16,40.87,41.67,0,3.29,31.39,68.61,"MIGUEL_BARBOSA",41.67,"3"
"1375",140,435,521,1,45,1142,3883,12.26,38.09,45.62,0.09,3.94,29.41,70.59,"MIGUEL_BARBOSA",45.62,"3"
"1376",56,274,246,0,27,603,1802,9.29,45.44,40.8,0,4.48,33.46,66.54,"ENRIQUE_CARDENAS",45.44,"2"
"1377",123,323,276,0,24,746,2147,16.49,43.3,37,0,3.22,34.75,65.25,"ENRIQUE_CARDENAS",43.3,"2"
"1378",66,230,186,0,21,503,1662,13.12,45.73,36.98,0,4.17,30.26,69.74,"ENRIQUE_CARDENAS",45.73,"2"
"1379",78,295,223,1,41,638,1797,12.23,46.24,34.95,0.16,6.43,35.5,64.5,"ENRIQUE_CARDENAS",46.24,"2"
"138",197,40,119,0,14,370,759,53.24,10.81,32.16,0,3.78,48.75,51.25,"ALBERTO_JIMENEZ",53.24,"1"
"1380",117,492,405,0,35,1049,2668,11.15,46.9,38.61,0,3.34,39.32,60.68,"ENRIQUE_CARDENAS",46.9,"2"
"1381",33,89,146,0,18,286,805,11.54,31.12,51.05,0,6.29,35.53,64.47,"MIGUEL_BARBOSA",51.05,"3"
"1382",39,516,223,1,20,799,1743,4.88,64.58,27.91,0.13,2.5,45.84,54.16,"ENRIQUE_CARDENAS",64.58,"2"
"1383",41,251,141,1,27,461,1059,8.89,54.45,30.59,0.22,5.86,43.53,56.47,"ENRIQUE_CARDENAS",54.45,"2"
"1384",48,206,163,0,14,431,1092,11.14,47.8,37.82,0,3.25,39.47,60.53,"ENRIQUE_CARDENAS",47.8,"2"
"1385",44,223,177,1,11,456,1065,9.65,48.9,38.82,0.22,2.41,42.82,57.18,"ENRIQUE_CARDENAS",48.9,"2"
"1386",101,367,422,0,36,926,2820,10.91,39.63,45.57,0,3.89,32.84,67.16,"MIGUEL_BARBOSA",45.57,"3"
"1387",29,260,168,2,12,471,985,6.16,55.2,35.67,0.42,2.55,47.82,52.18,"ENRIQUE_CARDENAS",55.2,"2"
"1388",74,252,175,1,13,515,1249,14.37,48.93,33.98,0.19,2.52,41.23,58.77,"ENRIQUE_CARDENAS",48.93,"2"
"1389",83,292,232,1,17,625,1815,13.28,46.72,37.12,0.16,2.72,34.44,65.56,"ENRIQUE_CARDENAS",46.72,"2"
"139",297,185,583,1,41,1107,2851,26.83,16.71,52.66,0.09,3.7,38.83,61.17,"MIGUEL_BARBOSA",52.66,"3"
"1390",209,642,615,0,46,1512,4123,13.82,42.46,40.67,0,3.04,36.67,63.33,"ENRIQUE_CARDENAS",42.46,"2"
"1391",102,279,347,1,28,757,2764,13.47,36.86,45.84,0.13,3.7,27.39,72.61,"MIGUEL_BARBOSA",45.84,"3"
"1392",47,151,106,0,7,311,917,15.11,48.55,34.08,0,2.25,33.91,66.09,"ENRIQUE_CARDENAS",48.55,"2"
"1393",49,229,179,0,19,476,1309,10.29,48.11,37.61,0,3.99,36.36,63.64,"ENRIQUE_CARDENAS",48.11,"2"
"1394",63,175,122,2,12,374,1091,16.84,46.79,32.62,0.53,3.21,34.28,65.72,"ENRIQUE_CARDENAS",46.79,"2"
"1395",25,162,186,0,16,389,1228,6.43,41.65,47.81,0,4.11,31.68,68.32,"MIGUEL_BARBOSA",47.81,"3"
"1396",159,482,604,3,44,1292,4051,12.31,37.31,46.75,0.23,3.41,31.89,68.11,"MIGUEL_BARBOSA",46.75,"3"
"1397",218,590,830,1,76,1715,6420,12.71,34.4,48.4,0.06,4.43,26.71,73.29,"MIGUEL_BARBOSA",48.4,"3"
"1398",227,531,684,3,63,1508,5433,15.05,35.21,45.36,0.2,4.18,27.76,72.24,"MIGUEL_BARBOSA",45.36,"3"
"1399",50,252,183,0,13,498,1250,10.04,50.6,36.75,0,2.61,39.84,60.16,"ENRIQUE_CARDENAS",50.6,"2"
"14",216,85,150,0,14,465,1807,46.45,18.28,32.26,0,3.01,25.73,74.27,"ALBERTO_JIMENEZ",46.45,"1"
"140",396,171,592,1,58,1218,3140,32.51,14.04,48.6,0.08,4.76,38.79,61.21,"MIGUEL_BARBOSA",48.6,"3"
"1400",139,599,425,5,46,1214,3107,11.45,49.34,35.01,0.41,3.79,39.07,60.93,"ENRIQUE_CARDENAS",49.34,"2"
"1401",22,150,115,0,15,302,757,7.28,49.67,38.08,0,4.97,39.89,60.11,"ENRIQUE_CARDENAS",49.67,"2"
"1402",53,162,142,1,14,372,1019,14.25,43.55,38.17,0.27,3.76,36.51,63.49,"ENRIQUE_CARDENAS",43.55,"2"
"1403",36,168,123,0,19,346,1004,10.4,48.55,35.55,0,5.49,34.46,65.54,"ENRIQUE_CARDENAS",48.55,"2"
"1404",44,237,134,0,16,431,1232,10.21,54.99,31.09,0,3.71,34.98,65.02,"ENRIQUE_CARDENAS",54.99,"2"
"1405",357,1801,1223,2,100,3483,9712,10.25,51.71,35.11,0.06,2.87,35.86,64.14,"ENRIQUE_CARDENAS",51.71,"2"
"1406",56,268,186,1,22,533,1647,10.51,50.28,34.9,0.19,4.13,32.36,67.64,"ENRIQUE_CARDENAS",50.28,"2"
"1408",156,465,467,1,57,1146,4454,13.61,40.58,40.75,0.09,4.97,25.73,74.27,"MIGUEL_BARBOSA",40.75,"3"
"1409",143,315,245,0,11,714,2787,20.03,44.12,34.31,0,1.54,25.62,74.38,"ENRIQUE_CARDENAS",44.12,"2"
"141",19,9,50,0,0,78,209,24.36,11.54,64.1,0,0,37.32,62.68,"MIGUEL_BARBOSA",64.1,"3"
"1410",171,368,350,3,20,912,4746,18.75,40.35,38.38,0.33,2.19,19.22,80.78,"ENRIQUE_CARDENAS",40.35,"2"
"1411",412,597,1246,1,99,2355,12440,17.49,25.35,52.91,0.04,4.2,18.93,81.07,"MIGUEL_BARBOSA",52.91,"3"
"1412",59,97,279,0,14,449,2391,13.14,21.6,62.14,0,3.12,18.78,81.22,"MIGUEL_BARBOSA",62.14,"3"
"1413",349,916,1216,1,110,2592,10625,13.46,35.34,46.91,0.04,4.24,24.4,75.6,"MIGUEL_BARBOSA",46.91,"3"
"1414",125,162,350,0,14,651,2885,19.2,24.88,53.76,0,2.15,22.56,77.44,"MIGUEL_BARBOSA",53.76,"3"
"1415",370,1176,1290,7,97,2940,11802,12.59,40,43.88,0.24,3.3,24.91,75.09,"MIGUEL_BARBOSA",43.88,"3"
"1416",136,364,536,2,21,1059,5500,12.84,34.37,50.61,0.19,1.98,19.25,80.75,"MIGUEL_BARBOSA",50.61,"3"
"1417",308,652,772,0,69,1801,7272,17.1,36.2,42.87,0,3.83,24.77,75.23,"MIGUEL_BARBOSA",42.87,"3"
"1418",190,182,303,0,15,690,3549,27.54,26.38,43.91,0,2.17,19.44,80.56,"MIGUEL_BARBOSA",43.91,"3"
"1419",249,176,376,0,9,810,3011,30.74,21.73,46.42,0,1.11,26.9,73.1,"MIGUEL_BARBOSA",46.42,"3"
