"SECCION","ALBERTO_JIMENEZ","ENRIQUE_CARDENAS","MIGUEL_BARBOSA","NO_REGISTRADOS","NULOS","TOTAL_VOTOS","LISTA_NOMINAL","aj_porc","ec_porc","mb_porc","no_reg_porc","nulos_porc","parti_porc","abst_porc","GANADOR","PORC_GANADOR","CVE_GANADOR"
"1736",24,108,60,0,5,197,498,12.18,54.82,30.46,0,2.54,39.56,60.44,"ENRIQUE_CARDENAS",54.82,"2"
"1737",58,210,270,0,9,547,688,10.6,38.39,49.36,0,1.65,79.51,20.49,"MIGUEL_BARBOSA",49.36,"3"
"1738",24,131,93,0,8,256,774,9.38,51.17,36.33,0,3.12,33.07,66.93,"ENRIQUE_CARDENAS",51.17,"2"
"1739",40,123,180,0,16,359,1223,11.14,34.26,50.14,0,4.46,29.35,70.65,"MIGUEL_BARBOSA",50.14,"3"
"174",175,187,224,1,24,611,2978,28.64,30.61,36.66,0.16,3.93,20.52,79.48,"MIGUEL_BARBOSA",36.66,"3"
"1740",40,86,72,0,4,202,1272,19.8,42.57,35.64,0,1.98,15.88,84.12,"ENRIQUE_CARDENAS",42.57,"2"
"1741",27,106,135,0,13,281,946,9.61,37.72,48.04,0,4.63,29.7,70.3,"MIGUEL_BARBOSA",48.04,"3"
"1742",80,205,217,2,20,524,2119,15.27,39.12,41.41,0.38,3.82,24.73,75.27,"MIGUEL_BARBOSA",41.41,"3"
"1743",77,219,162,0,23,481,1492,16.01,45.53,33.68,0,4.78,32.24,67.76,"ENRIQUE_CARDENAS",45.53,"2"
"1744",52,138,151,0,18,359,1184,14.48,38.44,42.06,0,5.01,30.32,69.68,"MIGUEL_BARBOSA",42.06,"3"
"1745",52,178,144,0,13,387,1140,13.44,45.99,37.21,0,3.36,33.95,66.05,"ENRIQUE_CARDENAS",45.99,"2"
"1746",104,109,163,0,12,388,2530,26.8,28.09,42.01,0,3.09,15.34,84.66,"MIGUEL_BARBOSA",42.01,"3"
"1747",144,111,162,0,22,439,2265,32.8,25.28,36.9,0,5.01,19.38,80.62,"MIGUEL_BARBOSA",36.9,"3"
"1748",178,221,259,1,23,682,3179,26.1,32.4,37.98,0.15,3.37,21.45,78.55,"MIGUEL_BARBOSA",37.98,"3"
"1749",59,188,194,3,17,461,1800,12.8,40.78,42.08,0.65,3.69,25.61,74.39,"MIGUEL_BARBOSA",42.08,"3"
"175",41,72,92,0,8,213,1366,19.25,33.8,43.19,0,3.76,15.59,84.41,"MIGUEL_BARBOSA",43.19,"3"
"1750",140,298,369,0,29,836,5263,16.75,35.65,44.14,0,3.47,15.88,84.12,"MIGUEL_BARBOSA",44.14,"3"
"1751",67,241,215,3,16,542,3746,12.36,44.46,39.67,0.55,2.95,14.47,85.53,"ENRIQUE_CARDENAS",44.46,"2"
"1752",81,109,133,0,8,331,2080,24.47,32.93,40.18,0,2.42,15.91,84.09,"MIGUEL_BARBOSA",40.18,"3"
"1753",83,263,305,1,31,683,3011,12.15,38.51,44.66,0.15,4.54,22.68,77.32,"MIGUEL_BARBOSA",44.66,"3"
"1754",105,276,291,0,24,696,3130,15.09,39.66,41.81,0,3.45,22.24,77.76,"MIGUEL_BARBOSA",41.81,"3"
"1755",73,197,285,0,28,583,2872,12.52,33.79,48.89,0,4.8,20.3,79.7,"MIGUEL_BARBOSA",48.89,"3"
"1756",106,380,526,0,43,1055,5035,10.05,36.02,49.86,0,4.08,20.95,79.05,"MIGUEL_BARBOSA",49.86,"3"
"1757",117,240,335,0,23,715,2972,16.36,33.57,46.85,0,3.22,24.06,75.94,"MIGUEL_BARBOSA",46.85,"3"
"1758",82,173,249,0,26,530,3385,15.47,32.64,46.98,0,4.91,15.66,84.34,"MIGUEL_BARBOSA",46.98,"3"
"1759",83,128,190,0,16,417,2158,19.9,30.7,45.56,0,3.84,19.32,80.68,"MIGUEL_BARBOSA",45.56,"3"
"176",46,178,196,0,12,432,1243,10.65,41.2,45.37,0,2.78,34.75,65.25,"MIGUEL_BARBOSA",45.37,"3"
"1760",52,128,171,0,15,366,2184,14.21,34.97,46.72,0,4.1,16.76,83.24,"MIGUEL_BARBOSA",46.72,"3"
"1761",82,136,157,0,15,390,1794,21.03,34.87,40.26,0,3.85,21.74,78.26,"MIGUEL_BARBOSA",40.26,"3"
"1762",166,182,164,2,7,521,2630,31.86,34.93,31.48,0.38,1.34,19.81,80.19,"ENRIQUE_CARDENAS",34.93,"2"
"1763",178,129,148,0,12,467,2480,38.12,27.62,31.69,0,2.57,18.83,81.17,"ALBERTO_JIMENEZ",38.12,"1"
"1764",52,116,87,0,11,266,1771,19.55,43.61,32.71,0,4.14,15.02,84.98,"ENRIQUE_CARDENAS",43.61,"2"
"1765",42,69,64,0,7,182,1291,23.08,37.91,35.16,0,3.85,14.1,85.9,"ENRIQUE_CARDENAS",37.91,"2"
"1766",150,172,240,1,32,595,3140,25.21,28.91,40.34,0.17,5.38,18.95,81.05,"MIGUEL_BARBOSA",40.34,"3"
"1767",66,86,141,0,16,309,1564,21.36,27.83,45.63,0,5.18,19.76,80.24,"MIGUEL_BARBOSA",45.63,"3"
"1768",65,77,136,0,10,288,1727,22.57,26.74,47.22,0,3.47,16.68,83.32,"MIGUEL_BARBOSA",47.22,"3"
"1769",71,62,142,0,7,282,1722,25.18,21.99,50.35,0,2.48,16.38,83.62,"MIGUEL_BARBOSA",50.35,"3"
"177",74,193,319,0,19,605,1712,12.23,31.9,52.73,0,3.14,35.34,64.66,"MIGUEL_BARBOSA",52.73,"3"
"1770",92,122,214,2,20,450,3196,20.44,27.11,47.56,0.44,4.44,14.08,85.92,"MIGUEL_BARBOSA",47.56,"3"
"1771",117,119,296,0,25,557,3923,21.01,21.36,53.14,0,4.49,14.2,85.8,"MIGUEL_BARBOSA",53.14,"3"
"1772",67,131,145,1,9,353,1623,18.98,37.11,41.08,0.28,2.55,21.75,78.25,"MIGUEL_BARBOSA",41.08,"3"
"1773",72,139,177,0,14,402,2362,17.91,34.58,44.03,0,3.48,17.02,82.98,"MIGUEL_BARBOSA",44.03,"3"
"1774",55,30,154,0,7,246,612,22.36,12.2,62.6,0,2.85,40.2,59.8,"MIGUEL_BARBOSA",62.6,"3"
"1775",169,191,144,0,9,513,2074,32.94,37.23,28.07,0,1.75,24.73,75.27,"ENRIQUE_CARDENAS",37.23,"2"
"1776",85,176,132,0,13,406,1385,20.94,43.35,32.51,0,3.2,29.31,70.69,"ENRIQUE_CARDENAS",43.35,"2"
"1777",96,220,168,0,15,499,1913,19.24,44.09,33.67,0,3.01,26.08,73.92,"ENRIQUE_CARDENAS",44.09,"2"
"1778",141,303,235,0,21,700,2711,20.14,43.29,33.57,0,3,25.82,74.18,"ENRIQUE_CARDENAS",43.29,"2"
"1779",135,174,156,3,21,489,1985,27.61,35.58,31.9,0.61,4.29,24.63,75.37,"ENRIQUE_CARDENAS",35.58,"2"
"178",51,196,199,0,18,464,1264,10.99,42.24,42.89,0,3.88,36.71,63.29,"MIGUEL_BARBOSA",42.89,"3"
"1780",43,73,195,0,15,326,1229,13.19,22.39,59.82,0,4.6,26.53,73.47,"MIGUEL_BARBOSA",59.82,"3"
"1781",81,63,140,1,8,293,1888,27.65,21.5,47.78,0.34,2.73,15.52,84.48,"MIGUEL_BARBOSA",47.78,"3"
"1782",57,29,108,1,7,202,1075,28.22,14.36,53.47,0.5,3.47,18.79,81.21,"MIGUEL_BARBOSA",53.47,"3"
"1783",64,79,57,0,6,206,1033,31.07,38.35,27.67,0,2.91,19.94,80.06,"ENRIQUE_CARDENAS",38.35,"2"
"1784",122,40,50,0,1,213,475,57.28,18.78,23.47,0,0.47,44.84,55.16,"ALBERTO_JIMENEZ",57.28,"1"
"1785",107,229,205,0,15,556,1906,19.24,41.19,36.87,0,2.7,29.17,70.83,"ENRIQUE_CARDENAS",41.19,"2"
"1786",84,278,219,0,9,590,1973,14.24,47.12,37.12,0,1.53,29.9,70.1,"ENRIQUE_CARDENAS",47.12,"2"
"1787",110,277,228,0,15,630,2264,17.46,43.97,36.19,0,2.38,27.83,72.17,"ENRIQUE_CARDENAS",43.97,"2"
"1788",132,379,276,1,16,804,2801,16.42,47.14,34.33,0.12,1.99,28.7,71.3,"ENRIQUE_CARDENAS",47.14,"2"
"1789",192,100,201,0,10,503,1418,38.17,19.88,39.96,0,1.99,35.47,64.53,"MIGUEL_BARBOSA",39.96,"3"
"179",20,110,89,0,7,226,706,8.85,48.67,39.38,0,3.1,32.01,67.99,"ENRIQUE_CARDENAS",48.67,"2"
"1790",319,69,279,0,14,681,1587,46.84,10.13,40.97,0,2.06,42.91,57.09,"ALBERTO_JIMENEZ",46.84,"1"
"1791",407,120,513,0,24,1064,2849,38.25,11.28,48.21,0,2.26,37.35,62.65,"MIGUEL_BARBOSA",48.21,"3"
"1792",287,43,296,0,23,649,1575,44.22,6.63,45.61,0,3.54,41.21,58.79,"MIGUEL_BARBOSA",45.61,"3"
"1793",60,96,111,0,7,274,1382,21.9,35.04,40.51,0,2.55,19.83,80.17,"MIGUEL_BARBOSA",40.51,"3"
"1794",115,82,439,0,5,641,2232,17.94,12.79,68.49,0,0.78,28.72,71.28,"MIGUEL_BARBOSA",68.49,"3"
"1795",63,77,118,0,6,264,980,23.86,29.17,44.7,0,2.27,26.94,73.06,"MIGUEL_BARBOSA",44.7,"3"
"1796",95,108,230,0,7,440,2088,21.59,24.55,52.27,0,1.59,21.07,78.93,"MIGUEL_BARBOSA",52.27,"3"
"1797",112,55,414,0,18,599,1430,18.7,9.18,69.12,0,3.01,41.89,58.11,"MIGUEL_BARBOSA",69.12,"3"
"1798",153,50,526,0,16,745,2250,20.54,6.71,70.6,0,2.15,33.11,66.89,"MIGUEL_BARBOSA",70.6,"3"
"1799",45,8,138,0,2,193,664,23.32,4.15,71.5,0,1.04,29.07,70.93,"MIGUEL_BARBOSA",71.5,"3"
"18",121,121,207,1,19,469,2315,25.8,25.8,44.14,0.21,4.05,20.26,79.74,"MIGUEL_BARBOSA",44.14,"3"
"180",23,131,97,1,11,263,703,8.75,49.81,36.88,0.38,4.18,37.41,62.59,"ENRIQUE_CARDENAS",49.81,"2"
"1800",63,605,282,0,30,980,2783,6.43,61.73,28.78,0,3.06,35.21,64.79,"ENRIQUE_CARDENAS",61.73,"2"
"1801",91,1137,367,2,27,1624,2458,5.6,70.01,22.6,0.12,1.66,66.07,33.93,"ENRIQUE_CARDENAS",70.01,"2"
"1802",61,1072,251,1,25,1410,3041,4.33,76.03,17.8,0.07,1.77,46.37,53.63,"ENRIQUE_CARDENAS",76.03,"2"
"1803",90,710,260,0,27,1087,2598,8.28,65.32,23.92,0,2.48,41.84,58.16,"ENRIQUE_CARDENAS",65.32,"2"
"1804",50,532,210,2,21,815,1912,6.13,65.28,25.77,0.25,2.58,42.63,57.37,"ENRIQUE_CARDENAS",65.28,"2"
"1805",68,444,272,0,23,807,1806,8.43,55.02,33.71,0,2.85,44.68,55.32,"ENRIQUE_CARDENAS",55.02,"2"
"1806",48,224,110,0,13,395,988,12.15,56.71,27.85,0,3.29,39.98,60.02,"ENRIQUE_CARDENAS",56.71,"2"
"1807",62,486,216,0,24,788,2192,7.87,61.68,27.41,0,3.05,35.95,64.05,"ENRIQUE_CARDENAS",61.68,"2"
"1808",34,251,123,0,13,421,1033,8.08,59.62,29.22,0,3.09,40.76,59.24,"ENRIQUE_CARDENAS",59.62,"2"
"1809",36,194,118,0,8,356,812,10.11,54.49,33.15,0,2.25,43.84,56.16,"ENRIQUE_CARDENAS",54.49,"2"
"181",7,97,54,1,3,162,397,4.32,59.88,33.33,0.62,1.85,40.81,59.19,"ENRIQUE_CARDENAS",59.88,"2"
"1810",43,270,111,1,16,441,1029,9.75,61.22,25.17,0.23,3.63,42.86,57.14,"ENRIQUE_CARDENAS",61.22,"2"
"1811",62,355,175,0,13,605,1311,10.25,58.68,28.93,0,2.15,46.15,53.85,"ENRIQUE_CARDENAS",58.68,"2"
"1812",66,765,236,0,16,1083,2399,6.09,70.64,21.79,0,1.48,45.14,54.86,"ENRIQUE_CARDENAS",70.64,"2"
"1813",45,259,100,0,4,408,875,11.03,63.48,24.51,0,0.98,46.63,53.37,"ENRIQUE_CARDENAS",63.48,"2"
"1814",42,203,92,1,5,343,875,12.24,59.18,26.82,0.29,1.46,39.2,60.8,"ENRIQUE_CARDENAS",59.18,"2"
"1815",52,512,164,0,14,742,1837,7.01,69,22.1,0,1.89,40.39,59.61,"ENRIQUE_CARDENAS",69,"2"
"1816",77,746,340,3,22,1188,2090,6.48,62.79,28.62,0.25,1.85,56.84,43.16,"ENRIQUE_CARDENAS",62.79,"2"
"1817",73,481,186,1,24,765,1889,9.54,62.88,24.31,0.13,3.14,40.5,59.5,"ENRIQUE_CARDENAS",62.88,"2"
"1818",129,1339,430,0,51,1949,4078,6.62,68.7,22.06,0,2.62,47.79,52.21,"ENRIQUE_CARDENAS",68.7,"2"
"1819",62,372,141,0,15,590,1489,10.51,63.05,23.9,0,2.54,39.62,60.38,"ENRIQUE_CARDENAS",63.05,"2"
"182",16,72,69,0,2,159,355,10.06,45.28,43.4,0,1.26,44.79,55.21,"ENRIQUE_CARDENAS",45.28,"2"
"1820",108,703,350,0,38,1199,3187,9.01,58.63,29.19,0,3.17,37.62,62.38,"ENRIQUE_CARDENAS",58.63,"2"
"1821",177,383,358,1,39,958,3219,18.48,39.98,37.37,0.1,4.07,29.76,70.24,"ENRIQUE_CARDENAS",39.98,"2"
"1822",144,232,279,0,14,669,2079,21.52,34.68,41.7,0,2.09,32.18,67.82,"MIGUEL_BARBOSA",41.7,"3"
"1823",154,148,199,0,19,520,1881,29.62,28.46,38.27,0,3.65,27.64,72.36,"MIGUEL_BARBOSA",38.27,"3"
"1824",248,641,504,0,46,1439,4196,17.23,44.54,35.02,0,3.2,34.29,65.71,"ENRIQUE_CARDENAS",44.54,"2"
"1825",56,171,127,0,7,361,1628,15.51,47.37,35.18,0,1.94,22.17,77.83,"ENRIQUE_CARDENAS",47.37,"2"
"1826",114,201,232,0,19,566,2556,20.14,35.51,40.99,0,3.36,22.14,77.86,"MIGUEL_BARBOSA",40.99,"3"
"1827",104,253,203,1,12,573,2115,18.15,44.15,35.43,0.17,2.09,27.09,72.91,"ENRIQUE_CARDENAS",44.15,"2"
"1828",137,153,267,0,16,573,2361,23.91,26.7,46.6,0,2.79,24.27,75.73,"MIGUEL_BARBOSA",46.6,"3"
"1829",81,167,191,0,12,451,2081,17.96,37.03,42.35,0,2.66,21.67,78.33,"MIGUEL_BARBOSA",42.35,"3"
"183",10,70,45,0,5,130,321,7.69,53.85,34.62,0,3.85,40.5,59.5,"ENRIQUE_CARDENAS",53.85,"2"
"1830",210,352,288,0,31,881,3498,23.84,39.95,32.69,0,3.52,25.19,74.81,"ENRIQUE_CARDENAS",39.95,"2"
"1831",111,948,275,1,26,1361,3043,8.16,69.65,20.21,0.07,1.91,44.73,55.27,"ENRIQUE_CARDENAS",69.65,"2"
"1832",13,58,132,1,16,220,1059,5.91,26.36,60,0.45,7.27,20.77,79.23,"MIGUEL_BARBOSA",60,"3"
"1833",17,102,131,0,18,268,1204,6.34,38.06,48.88,0,6.72,22.26,77.74,"MIGUEL_BARBOSA",48.88,"3"
"1834",71,345,184,1,13,614,1332,11.56,56.19,29.97,0.16,2.12,46.1,53.9,"ENRIQUE_CARDENAS",56.19,"2"
"1835",54,266,124,0,14,458,992,11.79,58.08,27.07,0,3.06,46.17,53.83,"ENRIQUE_CARDENAS",58.08,"2"
"1836",49,231,173,1,12,466,1193,10.52,49.57,37.12,0.21,2.58,39.06,60.94,"ENRIQUE_CARDENAS",49.57,"2"
"1837",54,283,202,1,11,551,1559,9.8,51.36,36.66,0.18,2,35.34,64.66,"ENRIQUE_CARDENAS",51.36,"2"
"1838",72,429,248,1,15,765,2100,9.41,56.08,32.42,0.13,1.96,36.43,63.57,"ENRIQUE_CARDENAS",56.08,"2"
"1839",155,1294,585,2,39,2075,5847,7.47,62.36,28.19,0.1,1.88,35.49,64.51,"ENRIQUE_CARDENAS",62.36,"2"
"184",19,118,73,0,8,218,514,8.72,54.13,33.49,0,3.67,42.41,57.59,"ENRIQUE_CARDENAS",54.13,"2"
"1840",237,3238,1010,9,82,4576,10818,5.18,70.76,22.07,0.2,1.79,42.3,57.7,"ENRIQUE_CARDENAS",70.76,"2"
"1841",35,71,138,0,16,260,1576,13.46,27.31,53.08,0,6.15,16.5,83.5,"MIGUEL_BARBOSA",53.08,"3"
"1842",51,244,332,0,16,643,1882,7.93,37.95,51.63,0,2.49,34.17,65.83,"MIGUEL_BARBOSA",51.63,"3"
"1843",99,350,216,2,9,676,2263,14.64,51.78,31.95,0.3,1.33,29.87,70.13,"ENRIQUE_CARDENAS",51.78,"2"
"1844",52,83,98,0,10,243,1774,21.4,34.16,40.33,0,4.12,13.7,86.3,"MIGUEL_BARBOSA",40.33,"3"
"1845",37,60,137,2,4,240,1832,15.42,25,57.08,0.83,1.67,13.1,86.9,"MIGUEL_BARBOSA",57.08,"3"
"1846",65,78,280,1,12,436,1345,14.91,17.89,64.22,0.23,2.75,32.42,67.58,"MIGUEL_BARBOSA",64.22,"3"
"1847",90,78,395,0,13,576,1514,15.62,13.54,68.58,0,2.26,38.04,61.96,"MIGUEL_BARBOSA",68.58,"3"
"1848",139,177,345,0,21,682,2292,20.38,25.95,50.59,0,3.08,29.76,70.24,"MIGUEL_BARBOSA",50.59,"3"
"1849",130,252,232,0,33,647,2316,20.09,38.95,35.86,0,5.1,27.94,72.06,"ENRIQUE_CARDENAS",38.95,"2"
"185",97,204,332,0,28,661,2094,14.67,30.86,50.23,0,4.24,31.57,68.43,"MIGUEL_BARBOSA",50.23,"3"
"1850",191,163,191,0,26,571,1970,33.45,28.55,33.45,0,4.55,28.98,71.02,"ALBERTO_JIMENEZ",33.45,"1"
"1851",171,190,160,0,29,550,2105,31.09,34.55,29.09,0,5.27,26.13,73.87,"ENRIQUE_CARDENAS",34.55,"2"
"1852",212,206,196,1,26,641,2176,33.07,32.14,30.58,0.16,4.06,29.46,70.54,"ALBERTO_JIMENEZ",33.07,"1"
"1853",62,181,171,0,18,432,1409,14.35,41.9,39.58,0,4.17,30.66,69.34,"ENRIQUE_CARDENAS",41.9,"2"
"1854",154,264,261,0,34,713,1603,21.6,37.03,36.61,0,4.77,44.48,55.52,"ENRIQUE_CARDENAS",37.03,"2"
"1855",250,171,319,0,31,771,2951,32.43,22.18,41.37,0,4.02,26.13,73.87,"MIGUEL_BARBOSA",41.37,"3"
"1856",214,128,185,0,21,548,2140,39.05,23.36,33.76,0,3.83,25.61,74.39,"ALBERTO_JIMENEZ",39.05,"1"
"1857",174,97,253,0,23,547,1653,31.81,17.73,46.25,0,4.2,33.09,66.91,"MIGUEL_BARBOSA",46.25,"3"
"1858",394,168,330,1,28,921,2719,42.78,18.24,35.83,0.11,3.04,33.87,66.13,"ALBERTO_JIMENEZ",42.78,"1"
"1859",51,104,168,0,11,334,1641,15.27,31.14,50.3,0,3.29,20.35,79.65,"MIGUEL_BARBOSA",50.3,"3"
"186",126,263,289,1,30,709,2407,17.77,37.09,40.76,0.14,4.23,29.46,70.54,"MIGUEL_BARBOSA",40.76,"3"
"1860",27,133,186,0,11,357,1952,7.56,37.25,52.1,0,3.08,18.29,81.71,"MIGUEL_BARBOSA",52.1,"3"
"1861",43,139,187,1,19,389,2191,11.05,35.73,48.07,0.26,4.88,17.75,82.25,"MIGUEL_BARBOSA",48.07,"3"
"1862",26,125,133,0,6,290,1413,8.97,43.1,45.86,0,2.07,20.52,79.48,"MIGUEL_BARBOSA",45.86,"3"
"1863",85,172,248,0,18,523,2850,16.25,32.89,47.42,0,3.44,18.35,81.65,"MIGUEL_BARBOSA",47.42,"3"
"1864",133,75,219,0,16,443,1828,30.02,16.93,49.44,0,3.61,24.23,75.77,"MIGUEL_BARBOSA",49.44,"3"
"1865",151,74,202,0,9,436,2008,34.63,16.97,46.33,0,2.06,21.71,78.29,"MIGUEL_BARBOSA",46.33,"3"
"1866",93,106,247,0,13,459,2497,20.26,23.09,53.81,0,2.83,18.38,81.62,"MIGUEL_BARBOSA",53.81,"3"
"1867",241,111,463,1,31,847,3572,28.45,13.11,54.66,0.12,3.66,23.71,76.29,"MIGUEL_BARBOSA",54.66,"3"
"1868",137,132,227,0,5,501,2769,27.35,26.35,45.31,0,1,18.09,81.91,"MIGUEL_BARBOSA",45.31,"3"
"1869",68,69,133,0,2,272,2011,25,25.37,48.9,0,0.74,13.53,86.47,"MIGUEL_BARBOSA",48.9,"3"
"187",57,115,194,0,14,380,1395,15,30.26,51.05,0,3.68,27.24,72.76,"MIGUEL_BARBOSA",51.05,"3"
"1870",88,132,260,0,7,487,2593,18.07,27.1,53.39,0,1.44,18.78,81.22,"MIGUEL_BARBOSA",53.39,"3"
"1871",78,100,185,0,8,371,2156,21.02,26.95,49.87,0,2.16,17.21,82.79,"MIGUEL_BARBOSA",49.87,"3"
"1872",131,38,216,0,10,395,744,33.16,9.62,54.68,0,2.53,53.09,46.91,"MIGUEL_BARBOSA",54.68,"3"
"1873",286,105,357,1,15,764,1319,37.43,13.74,46.73,0.13,1.96,57.92,42.08,"MIGUEL_BARBOSA",46.73,"3"
"1874",185,18,153,0,9,365,723,50.68,4.93,41.92,0,2.47,50.48,49.52,"ALBERTO_JIMENEZ",50.68,"1"
"1875",389,49,246,1,9,694,1285,56.05,7.06,35.45,0.14,1.3,54.01,45.99,"ALBERTO_JIMENEZ",56.05,"1"
"1876",306,29,230,0,8,573,1240,53.4,5.06,40.14,0,1.4,46.21,53.79,"ALBERTO_JIMENEZ",53.4,"1"
"1877",69,175,183,0,9,436,1731,15.83,40.14,41.97,0,2.06,25.19,74.81,"MIGUEL_BARBOSA",41.97,"3"
"1878",30,74,126,0,10,240,1258,12.5,30.83,52.5,0,4.17,19.08,80.92,"MIGUEL_BARBOSA",52.5,"3"
"1879",39,34,65,0,10,148,580,26.35,22.97,43.92,0,6.76,25.52,74.48,"MIGUEL_BARBOSA",43.92,"3"
"188",28,162,109,0,4,303,825,9.24,53.47,35.97,0,1.32,36.73,63.27,"ENRIQUE_CARDENAS",53.47,"2"
"1880",70,114,254,0,7,445,1975,15.73,25.62,57.08,0,1.57,22.53,77.47,"MIGUEL_BARBOSA",57.08,"3"
"1881",90,98,236,0,14,438,2271,20.55,22.37,53.88,0,3.2,19.29,80.71,"MIGUEL_BARBOSA",53.88,"3"
"1882",66,229,310,0,14,619,2121,10.66,37,50.08,0,2.26,29.18,70.82,"MIGUEL_BARBOSA",50.08,"3"
"1883",70,250,306,0,9,635,2475,11.02,39.37,48.19,0,1.42,25.66,74.34,"MIGUEL_BARBOSA",48.19,"3"
"1884",95,339,551,1,28,1014,4959,9.37,33.43,54.34,0.1,2.76,20.45,79.55,"MIGUEL_BARBOSA",54.34,"3"
"1885",80,236,419,0,23,758,2708,10.55,31.13,55.28,0,3.03,27.99,72.01,"MIGUEL_BARBOSA",55.28,"3"
"1886",52,21,99,0,3,175,417,29.71,12,56.57,0,1.71,41.97,58.03,"MIGUEL_BARBOSA",56.57,"3"
"1887",148,245,532,1,51,977,5079,15.15,25.08,54.45,0.1,5.22,19.24,80.76,"MIGUEL_BARBOSA",54.45,"3"
"1888",83,153,272,0,11,519,2073,15.99,29.48,52.41,0,2.12,25.04,74.96,"MIGUEL_BARBOSA",52.41,"3"
"1889",53,169,298,0,7,527,2021,10.06,32.07,56.55,0,1.33,26.08,73.92,"MIGUEL_BARBOSA",56.55,"3"
"189",35,190,171,0,14,410,1136,8.54,46.34,41.71,0,3.41,36.09,63.91,"ENRIQUE_CARDENAS",46.34,"2"
"1890",88,125,344,0,16,573,2121,15.36,21.82,60.03,0,2.79,27.02,72.98,"MIGUEL_BARBOSA",60.03,"3"
"1891",27,51,93,1,8,180,761,15,28.33,51.67,0.56,4.44,23.65,76.35,"MIGUEL_BARBOSA",51.67,"3"
"1892",142,93,321,0,22,578,2381,24.57,16.09,55.54,0,3.81,24.28,75.72,"MIGUEL_BARBOSA",55.54,"3"
"1893",77,37,162,0,11,287,1168,26.83,12.89,56.45,0,3.83,24.57,75.43,"MIGUEL_BARBOSA",56.45,"3"
"1894",70,51,124,0,5,250,1490,28,20.4,49.6,0,2,16.78,83.22,"MIGUEL_BARBOSA",49.6,"3"
"1895",107,40,56,0,1,204,1507,52.45,19.61,27.45,0,0.49,13.54,86.46,"ALBERTO_JIMENEZ",52.45,"1"
"1896",53,30,97,0,3,183,1625,28.96,16.39,53.01,0,1.64,11.26,88.74,"MIGUEL_BARBOSA",53.01,"3"
"1897",127,233,296,2,27,685,2356,18.54,34.01,43.21,0.29,3.94,29.07,70.93,"MIGUEL_BARBOSA",43.21,"3"
"1898",91,296,297,0,24,708,2671,12.85,41.81,41.95,0,3.39,26.51,73.49,"MIGUEL_BARBOSA",41.95,"3"
"1899",34,90,158,0,16,298,915,11.41,30.2,53.02,0,5.37,32.57,67.43,"MIGUEL_BARBOSA",53.02,"3"
"19",113,80,182,0,5,380,1446,29.74,21.05,47.89,0,1.32,26.28,73.72,"MIGUEL_BARBOSA",47.89,"3"
"190",69,110,187,1,4,371,1038,18.6,29.65,50.4,0.27,1.08,35.74,64.26,"MIGUEL_BARBOSA",50.4,"3"
"1900",65,86,138,0,11,300,1154,21.67,28.67,46,0,3.67,26,74,"MIGUEL_BARBOSA",46,"3"
"1901",80,171,190,0,24,465,1954,17.2,36.77,40.86,0,5.16,23.8,76.2,"MIGUEL_BARBOSA",40.86,"3"
"1902",78,58,149,0,19,304,1271,25.66,19.08,49.01,0,6.25,23.92,76.08,"MIGUEL_BARBOSA",49.01,"3"
"1903",98,152,156,1,15,422,1856,23.22,36.02,36.97,0.24,3.55,22.74,77.26,"MIGUEL_BARBOSA",36.97,"3"
"1904",72,57,183,0,7,319,1296,22.57,17.87,57.37,0,2.19,24.61,75.39,"MIGUEL_BARBOSA",57.37,"3"
"1905",170,71,226,0,9,476,1965,35.71,14.92,47.48,0,1.89,24.22,75.78,"MIGUEL_BARBOSA",47.48,"3"
"1906",184,330,371,0,34,919,3544,20.02,35.91,40.37,0,3.7,25.93,74.07,"MIGUEL_BARBOSA",40.37,"3"
"1907",139,206,311,0,19,675,2364,20.59,30.52,46.07,0,2.81,28.55,71.45,"MIGUEL_BARBOSA",46.07,"3"
"1908",150,388,397,1,19,955,1816,15.71,40.63,41.57,0.1,1.99,52.59,47.41,"MIGUEL_BARBOSA",41.57,"3"
"1909",129,201,185,0,12,527,1414,24.48,38.14,35.1,0,2.28,37.27,62.73,"ENRIQUE_CARDENAS",38.14,"2"
"191",57,137,135,0,7,336,1042,16.96,40.77,40.18,0,2.08,32.25,67.75,"ENRIQUE_CARDENAS",40.77,"2"
"1910",122,315,349,0,22,808,2344,15.1,38.99,43.19,0,2.72,34.47,65.53,"MIGUEL_BARBOSA",43.19,"3"
"1911",143,473,481,1,36,1134,3816,12.61,41.71,42.42,0.09,3.17,29.72,70.28,"MIGUEL_BARBOSA",42.42,"3"
"1912",151,316,446,1,32,946,3779,15.96,33.4,47.15,0.11,3.38,25.03,74.97,"MIGUEL_BARBOSA",47.15,"3"
"1913",123,255,347,1,24,750,2741,16.4,34,46.27,0.13,3.2,27.36,72.64,"MIGUEL_BARBOSA",46.27,"3"
"1914",85,154,287,0,6,532,2470,15.98,28.95,53.95,0,1.13,21.54,78.46,"MIGUEL_BARBOSA",53.95,"3"
"1915",57,125,256,0,8,446,1677,12.78,28.03,57.4,0,1.79,26.6,73.4,"MIGUEL_BARBOSA",57.4,"3"
"1916",59,186,291,0,10,546,2301,10.81,34.07,53.3,0,1.83,23.73,76.27,"MIGUEL_BARBOSA",53.3,"3"
