"SECCION","ALBERTO_JIMENEZ","ENRIQUE_CARDENAS","MIGUEL_BARBOSA","NO_REGISTRADOS","NULOS","TOTAL_VOTOS","LISTA_NOMINAL","aj_porc","ec_porc","mb_porc","no_reg_porc","nulos_porc","parti_porc","abst_porc","GANADOR","PORC_GANADOR","CVE_GANADOR"
"1162",25,347,76,1,9,458,749,5.46,75.76,16.59,0.22,1.97,61.15,38.85,"ENRIQUE_CARDENAS",75.76,"2"
"1163",35,488,129,0,12,664,1277,5.27,73.49,19.43,0,1.81,52,48,"ENRIQUE_CARDENAS",73.49,"2"
"1164",33,505,86,0,12,636,1085,5.19,79.4,13.52,0,1.89,58.62,41.38,"ENRIQUE_CARDENAS",79.4,"2"
"1165",27,525,106,0,10,668,1168,4.04,78.59,15.87,0,1.5,57.19,42.81,"ENRIQUE_CARDENAS",78.59,"2"
"1166",22,388,70,0,10,490,864,4.49,79.18,14.29,0,2.04,56.71,43.29,"ENRIQUE_CARDENAS",79.18,"2"
"1167",24,392,123,0,7,546,1017,4.4,71.79,22.53,0,1.28,53.69,46.31,"ENRIQUE_CARDENAS",71.79,"2"
"1168",49,207,173,0,19,448,1173,10.94,46.21,38.62,0,4.24,38.19,61.81,"ENRIQUE_CARDENAS",46.21,"2"
"1169",95,315,232,0,16,658,1721,14.44,47.87,35.26,0,2.43,38.23,61.77,"ENRIQUE_CARDENAS",47.87,"2"
"117",111,181,216,1,20,529,3020,20.98,34.22,40.83,0.19,3.78,17.52,82.48,"MIGUEL_BARBOSA",40.83,"3"
"1170",34,388,109,0,17,548,1003,6.2,70.8,19.89,0,3.1,54.64,45.36,"ENRIQUE_CARDENAS",70.8,"2"
"1171",37,417,140,1,17,612,1239,6.05,68.14,22.88,0.16,2.78,49.39,50.61,"ENRIQUE_CARDENAS",68.14,"2"
"1172",39,594,186,0,12,831,1525,4.69,71.48,22.38,0,1.44,54.49,45.51,"ENRIQUE_CARDENAS",71.48,"2"
"1173",43,552,201,1,19,816,1653,5.27,67.65,24.63,0.12,2.33,49.36,50.64,"ENRIQUE_CARDENAS",67.65,"2"
"1174",65,455,217,1,15,753,1590,8.63,60.42,28.82,0.13,1.99,47.36,52.64,"ENRIQUE_CARDENAS",60.42,"2"
"1175",79,488,252,1,26,846,1906,9.34,57.68,29.79,0.12,3.07,44.39,55.61,"ENRIQUE_CARDENAS",57.68,"2"
"1176",101,439,257,1,23,821,1848,12.3,53.47,31.3,0.12,2.8,44.43,55.57,"ENRIQUE_CARDENAS",53.47,"2"
"1177",92,273,110,0,4,479,1366,19.21,56.99,22.96,0,0.84,35.07,64.93,"ENRIQUE_CARDENAS",56.99,"2"
"1178",91,397,221,1,24,734,1595,12.4,54.09,30.11,0.14,3.27,46.02,53.98,"ENRIQUE_CARDENAS",54.09,"2"
"1179",50,415,160,2,18,645,1322,7.75,64.34,24.81,0.31,2.79,48.79,51.21,"ENRIQUE_CARDENAS",64.34,"2"
"118",120,371,365,1,13,870,3823,13.79,42.64,41.95,0.11,1.49,22.76,77.24,"ENRIQUE_CARDENAS",42.64,"2"
"1180",42,338,173,1,14,568,1138,7.39,59.51,30.46,0.18,2.46,49.91,50.09,"ENRIQUE_CARDENAS",59.51,"2"
"1181",64,436,312,0,21,833,1916,7.68,52.34,37.45,0,2.52,43.48,56.52,"ENRIQUE_CARDENAS",52.34,"2"
"1182",55,637,290,1,26,1009,2136,5.45,63.13,28.74,0.1,2.58,47.24,52.76,"ENRIQUE_CARDENAS",63.13,"2"
"1183",46,287,200,1,9,543,1216,8.47,52.85,36.83,0.18,1.66,44.65,55.35,"ENRIQUE_CARDENAS",52.85,"2"
"1184",48,196,188,0,16,448,1119,10.71,43.75,41.96,0,3.57,40.04,59.96,"ENRIQUE_CARDENAS",43.75,"2"
"1185",82,422,271,3,24,802,2024,10.22,52.62,33.79,0.37,2.99,39.62,60.38,"ENRIQUE_CARDENAS",52.62,"2"
"1186",55,638,207,1,25,926,1665,5.94,68.9,22.35,0.11,2.7,55.62,44.38,"ENRIQUE_CARDENAS",68.9,"2"
"1187",49,685,232,1,25,992,1742,4.94,69.05,23.39,0.1,2.52,56.95,43.05,"ENRIQUE_CARDENAS",69.05,"2"
"1188",106,1053,397,0,60,1616,3082,6.56,65.16,24.57,0,3.71,52.43,47.57,"ENRIQUE_CARDENAS",65.16,"2"
"1189",56,202,153,1,14,426,876,13.15,47.42,35.92,0.23,3.29,48.63,51.37,"ENRIQUE_CARDENAS",47.42,"2"
"119",101,227,205,1,16,550,1764,18.36,41.27,37.27,0.18,2.91,31.18,68.82,"ENRIQUE_CARDENAS",41.27,"2"
"1190",56,499,268,1,13,837,1816,6.69,59.62,32.02,0.12,1.55,46.09,53.91,"ENRIQUE_CARDENAS",59.62,"2"
"1191",83,474,326,1,26,910,2297,9.12,52.09,35.82,0.11,2.86,39.62,60.38,"ENRIQUE_CARDENAS",52.09,"2"
"1192",48,406,205,0,14,673,1234,7.13,60.33,30.46,0,2.08,54.54,45.46,"ENRIQUE_CARDENAS",60.33,"2"
"1193",144,781,450,1,44,1420,3244,10.14,55,31.69,0.07,3.1,43.77,56.23,"ENRIQUE_CARDENAS",55,"2"
"1194",112,500,430,2,39,1083,2678,10.34,46.17,39.7,0.18,3.6,40.44,59.56,"ENRIQUE_CARDENAS",46.17,"2"
"1195",79,492,310,0,24,905,1962,8.73,54.36,34.25,0,2.65,46.13,53.87,"ENRIQUE_CARDENAS",54.36,"2"
"1196",91,567,459,1,35,1153,2981,7.89,49.18,39.81,0.09,3.04,38.68,61.32,"ENRIQUE_CARDENAS",49.18,"2"
"1197",88,524,428,1,26,1067,2776,8.25,49.11,40.11,0.09,2.44,38.44,61.56,"ENRIQUE_CARDENAS",49.11,"2"
"1198",60,432,379,2,18,891,2221,6.73,48.48,42.54,0.22,2.02,40.12,59.88,"ENRIQUE_CARDENAS",48.48,"2"
"1199",109,509,485,2,32,1137,2919,9.59,44.77,42.66,0.18,2.81,38.95,61.05,"ENRIQUE_CARDENAS",44.77,"2"
"12",50,100,111,0,8,269,1664,18.59,37.17,41.26,0,2.97,16.17,83.83,"MIGUEL_BARBOSA",41.26,"3"
"120",93,263,165,1,17,539,1818,17.25,48.79,30.61,0.19,3.15,29.65,70.35,"ENRIQUE_CARDENAS",48.79,"2"
"1200",140,411,392,1,28,972,2920,14.4,42.28,40.33,0.1,2.88,33.29,66.71,"ENRIQUE_CARDENAS",42.28,"2"
"1201",130,565,429,1,48,1173,3218,11.08,48.17,36.57,0.09,4.09,36.45,63.55,"ENRIQUE_CARDENAS",48.17,"2"
"1202",70,299,271,0,24,664,1855,10.54,45.03,40.81,0,3.61,35.8,64.2,"ENRIQUE_CARDENAS",45.03,"2"
"1203",87,295,247,0,15,644,1734,13.51,45.81,38.35,0,2.33,37.14,62.86,"ENRIQUE_CARDENAS",45.81,"2"
"1204",103,576,421,2,38,1140,3281,9.04,50.53,36.93,0.18,3.33,34.75,65.25,"ENRIQUE_CARDENAS",50.53,"2"
"1205",316,1910,1185,2,111,3524,10502,8.97,54.2,33.63,0.06,3.15,33.56,66.44,"ENRIQUE_CARDENAS",54.2,"2"
"1206",166,900,628,3,43,1740,4839,9.54,51.72,36.09,0.17,2.47,35.96,64.04,"ENRIQUE_CARDENAS",51.72,"2"
"1207",79,131,153,1,14,378,1204,20.9,34.66,40.48,0.26,3.7,31.4,68.6,"MIGUEL_BARBOSA",40.48,"3"
"1208",41,103,214,2,12,372,1064,11.02,27.69,57.53,0.54,3.23,34.96,65.04,"MIGUEL_BARBOSA",57.53,"3"
"1209",82,215,241,2,21,561,1812,14.62,38.32,42.96,0.36,3.74,30.96,69.04,"MIGUEL_BARBOSA",42.96,"3"
"121",157,481,455,0,45,1138,4987,13.8,42.27,39.98,0,3.95,22.82,77.18,"ENRIQUE_CARDENAS",42.27,"2"
"1210",53,90,147,0,13,303,1174,17.49,29.7,48.51,0,4.29,25.81,74.19,"MIGUEL_BARBOSA",48.51,"3"
"1211",87,350,331,1,28,797,2380,10.92,43.91,41.53,0.13,3.51,33.49,66.51,"ENRIQUE_CARDENAS",43.91,"2"
"1212",129,526,427,0,39,1121,3375,11.51,46.92,38.09,0,3.48,33.21,66.79,"ENRIQUE_CARDENAS",46.92,"2"
"1213",135,478,514,0,46,1173,4090,11.51,40.75,43.82,0,3.92,28.68,71.32,"MIGUEL_BARBOSA",43.82,"3"
"1214",284,1103,1110,3,83,2583,8792,10.99,42.7,42.97,0.12,3.21,29.38,70.62,"MIGUEL_BARBOSA",42.97,"3"
"1215",87,394,274,0,35,790,1973,11.01,49.87,34.68,0,4.43,40.04,59.96,"ENRIQUE_CARDENAS",49.87,"2"
"1216",73,297,184,0,17,571,1299,12.78,52.01,32.22,0,2.98,43.96,56.04,"ENRIQUE_CARDENAS",52.01,"2"
"1217",76,465,256,1,28,826,1763,9.2,56.3,30.99,0.12,3.39,46.85,53.15,"ENRIQUE_CARDENAS",56.3,"2"
"1218",89,244,169,0,17,519,1423,17.15,47.01,32.56,0,3.28,36.47,63.53,"ENRIQUE_CARDENAS",47.01,"2"
"1219",115,297,302,0,34,748,2225,15.37,39.71,40.37,0,4.55,33.62,66.38,"MIGUEL_BARBOSA",40.37,"3"
"122",185,363,360,1,31,940,4521,19.68,38.62,38.3,0.11,3.3,20.79,79.21,"ENRIQUE_CARDENAS",38.62,"2"
"1220",69,338,294,2,30,733,1515,9.41,46.11,40.11,0.27,4.09,48.38,51.62,"ENRIQUE_CARDENAS",46.11,"2"
"1221",151,549,455,3,61,1219,3964,12.39,45.04,37.33,0.25,5,30.75,69.25,"ENRIQUE_CARDENAS",45.04,"2"
"1222",69,216,173,1,25,484,1295,14.26,44.63,35.74,0.21,5.17,37.37,62.63,"ENRIQUE_CARDENAS",44.63,"2"
"1223",39,118,67,0,9,233,633,16.74,50.64,28.76,0,3.86,36.81,63.19,"ENRIQUE_CARDENAS",50.64,"2"
"1224",49,284,232,3,22,590,1547,8.31,48.14,39.32,0.51,3.73,38.14,61.86,"ENRIQUE_CARDENAS",48.14,"2"
"1225",52,238,174,1,22,487,1450,10.68,48.87,35.73,0.21,4.52,33.59,66.41,"ENRIQUE_CARDENAS",48.87,"2"
"1226",40,161,123,1,9,334,989,11.98,48.2,36.83,0.3,2.69,33.77,66.23,"ENRIQUE_CARDENAS",48.2,"2"
"1227",49,224,167,0,12,452,1231,10.84,49.56,36.95,0,2.65,36.72,63.28,"ENRIQUE_CARDENAS",49.56,"2"
"1228",52,207,157,0,24,440,1294,11.82,47.05,35.68,0,5.45,34,66,"ENRIQUE_CARDENAS",47.05,"2"
"1229",81,284,155,1,29,550,1290,14.73,51.64,28.18,0.18,5.27,42.64,57.36,"ENRIQUE_CARDENAS",51.64,"2"
"123",233,565,450,3,54,1305,5264,17.85,43.3,34.48,0.23,4.14,24.79,75.21,"ENRIQUE_CARDENAS",43.3,"2"
"1230",67,170,113,0,14,364,883,18.41,46.7,31.04,0,3.85,41.22,58.78,"ENRIQUE_CARDENAS",46.7,"2"
"1231",47,136,98,2,10,293,707,16.04,46.42,33.45,0.68,3.41,41.44,58.56,"ENRIQUE_CARDENAS",46.42,"2"
"1232",89,378,270,0,29,766,2036,11.62,49.35,35.25,0,3.79,37.62,62.38,"ENRIQUE_CARDENAS",49.35,"2"
"1233",74,332,256,1,12,675,1790,10.96,49.19,37.93,0.15,1.78,37.71,62.29,"ENRIQUE_CARDENAS",49.19,"2"
"1235",66,304,248,1,22,641,1693,10.3,47.43,38.69,0.16,3.43,37.86,62.14,"ENRIQUE_CARDENAS",47.43,"2"
"1236",67,231,204,3,10,515,1504,13.01,44.85,39.61,0.58,1.94,34.24,65.76,"ENRIQUE_CARDENAS",44.85,"2"
"1237",49,170,108,0,5,332,1065,14.76,51.2,32.53,0,1.51,31.17,68.83,"ENRIQUE_CARDENAS",51.2,"2"
"1238",156,586,428,6,32,1208,3518,12.91,48.51,35.43,0.5,2.65,34.34,65.66,"ENRIQUE_CARDENAS",48.51,"2"
"1239",41,102,112,0,13,268,776,15.3,38.06,41.79,0,4.85,34.54,65.46,"MIGUEL_BARBOSA",41.79,"3"
"124",103,394,319,1,22,839,3376,12.28,46.96,38.02,0.12,2.62,24.85,75.15,"ENRIQUE_CARDENAS",46.96,"2"
"1240",34,68,96,0,9,207,651,16.43,32.85,46.38,0,4.35,31.8,68.2,"MIGUEL_BARBOSA",46.38,"3"
"1241",54,82,112,1,6,255,703,21.18,32.16,43.92,0.39,2.35,36.27,63.73,"MIGUEL_BARBOSA",43.92,"3"
"1242",203,511,680,0,47,1441,5558,14.09,35.46,47.19,0,3.26,25.93,74.07,"MIGUEL_BARBOSA",47.19,"3"
"1243",139,350,368,2,39,898,3110,15.48,38.98,40.98,0.22,4.34,28.87,71.13,"MIGUEL_BARBOSA",40.98,"3"
"1244",170,364,367,0,46,947,3660,17.95,38.44,38.75,0,4.86,25.87,74.13,"MIGUEL_BARBOSA",38.75,"3"
"1245",119,433,407,0,39,998,3334,11.92,43.39,40.78,0,3.91,29.93,70.07,"ENRIQUE_CARDENAS",43.39,"2"
"1246",336,1699,1119,13,80,3247,12867,10.35,52.33,34.46,0.4,2.46,25.24,74.76,"ENRIQUE_CARDENAS",52.33,"2"
"1248",124,646,571,0,47,1388,4737,8.93,46.54,41.14,0,3.39,29.3,70.7,"ENRIQUE_CARDENAS",46.54,"2"
"1249",406,866,1291,5,131,2699,11741,15.04,32.09,47.83,0.19,4.85,22.99,77.01,"MIGUEL_BARBOSA",47.83,"3"
"125",86,266,211,2,17,582,1732,14.78,45.7,36.25,0.34,2.92,33.6,66.4,"ENRIQUE_CARDENAS",45.7,"2"
"1251",140,605,525,1,46,1317,3748,10.63,45.94,39.86,0.08,3.49,35.14,64.86,"ENRIQUE_CARDENAS",45.94,"2"
"1252",231,789,741,3,79,1843,6884,12.53,42.81,40.21,0.16,4.29,26.77,73.23,"ENRIQUE_CARDENAS",42.81,"2"
"1253",474,1357,1462,4,101,3398,16702,13.95,39.94,43.03,0.12,2.97,20.34,79.66,"MIGUEL_BARBOSA",43.03,"3"
"1254",173,194,295,0,27,689,3480,25.11,28.16,42.82,0,3.92,19.8,80.2,"MIGUEL_BARBOSA",42.82,"3"
"1255",113,115,205,0,18,451,2237,25.06,25.5,45.45,0,3.99,20.16,79.84,"MIGUEL_BARBOSA",45.45,"3"
"1256",320,41,150,0,10,521,1214,61.42,7.87,28.79,0,1.92,42.92,57.08,"ALBERTO_JIMENEZ",61.42,"1"
"1257",137,87,75,0,19,318,1109,43.08,27.36,23.58,0,5.97,28.67,71.33,"ALBERTO_JIMENEZ",43.08,"1"
"1258",202,121,143,0,33,499,1919,40.48,24.25,28.66,0,6.61,26,74,"ALBERTO_JIMENEZ",40.48,"1"
"1259",626,361,412,2,65,1466,6053,42.7,24.62,28.1,0.14,4.43,24.22,75.78,"ALBERTO_JIMENEZ",42.7,"1"
"126",134,405,355,2,31,927,3536,14.46,43.69,38.3,0.22,3.34,26.22,73.78,"ENRIQUE_CARDENAS",43.69,"2"
"1260",436,210,518,0,24,1188,3132,36.7,17.68,43.6,0,2.02,37.93,62.07,"MIGUEL_BARBOSA",43.6,"3"
"1261",5,34,30,0,3,72,220,6.94,47.22,41.67,0,4.17,32.73,67.27,"ENRIQUE_CARDENAS",47.22,"2"
"1262",20,79,27,0,9,135,289,14.81,58.52,20,0,6.67,46.71,53.29,"ENRIQUE_CARDENAS",58.52,"2"
"1263",13,82,24,0,2,121,343,10.74,67.77,19.83,0,1.65,35.28,64.72,"ENRIQUE_CARDENAS",67.77,"2"
"1264",19,69,40,0,5,133,366,14.29,51.88,30.08,0,3.76,36.34,63.66,"ENRIQUE_CARDENAS",51.88,"2"
"1265",14,53,28,0,5,100,293,14,53,28,0,5,34.13,65.87,"ENRIQUE_CARDENAS",53,"2"
"1267",31,117,71,0,8,227,618,13.66,51.54,31.28,0,3.52,36.73,63.27,"ENRIQUE_CARDENAS",51.54,"2"
"1268",40,193,138,0,5,376,859,10.64,51.33,36.7,0,1.33,43.77,56.23,"ENRIQUE_CARDENAS",51.33,"2"
"1269",28,119,65,0,3,215,508,13.02,55.35,30.23,0,1.4,42.32,57.68,"ENRIQUE_CARDENAS",55.35,"2"
"127",245,774,748,0,62,1829,6634,13.4,42.32,40.9,0,3.39,27.57,72.43,"ENRIQUE_CARDENAS",42.32,"2"
"1270",30,87,59,0,1,177,441,16.95,49.15,33.33,0,0.56,40.14,59.86,"ENRIQUE_CARDENAS",49.15,"2"
"1271",29,118,73,0,10,230,594,12.61,51.3,31.74,0,4.35,38.72,61.28,"ENRIQUE_CARDENAS",51.3,"2"
"1272",14,59,30,0,4,107,299,13.08,55.14,28.04,0,3.74,35.79,64.21,"ENRIQUE_CARDENAS",55.14,"2"
"1273",9,52,29,0,5,95,348,9.47,54.74,30.53,0,5.26,27.3,72.7,"ENRIQUE_CARDENAS",54.74,"2"
"1274",20,172,62,0,8,262,509,7.63,65.65,23.66,0,3.05,51.47,48.53,"ENRIQUE_CARDENAS",65.65,"2"
"1275",6,29,26,0,0,61,134,9.84,47.54,42.62,0,0,45.52,54.48,"ENRIQUE_CARDENAS",47.54,"2"
"1276",37,82,77,1,5,202,720,18.32,40.59,38.12,0.5,2.48,28.06,71.94,"ENRIQUE_CARDENAS",40.59,"2"
"1277",13,73,62,0,8,156,362,8.33,46.79,39.74,0,5.13,43.09,56.91,"ENRIQUE_CARDENAS",46.79,"2"
"1278",22,176,85,2,10,295,619,7.46,59.66,28.81,0.68,3.39,47.66,52.34,"ENRIQUE_CARDENAS",59.66,"2"
"1279",38,189,98,0,6,331,656,11.48,57.1,29.61,0,1.81,50.46,49.54,"ENRIQUE_CARDENAS",57.1,"2"
"128",62,224,192,0,17,495,1644,12.53,45.25,38.79,0,3.43,30.11,69.89,"ENRIQUE_CARDENAS",45.25,"2"
"1280",36,207,106,0,10,359,672,10.03,57.66,29.53,0,2.79,53.42,46.58,"ENRIQUE_CARDENAS",57.66,"2"
"1281",45,206,172,1,10,434,930,10.37,47.47,39.63,0.23,2.3,46.67,53.33,"ENRIQUE_CARDENAS",47.47,"2"
"1282",63,229,127,0,14,433,830,14.55,52.89,29.33,0,3.23,52.17,47.83,"ENRIQUE_CARDENAS",52.89,"2"
"1283",16,124,64,0,1,205,433,7.8,60.49,31.22,0,0.49,47.34,52.66,"ENRIQUE_CARDENAS",60.49,"2"
"1284",12,35,26,2,5,80,218,15,43.75,32.5,2.5,6.25,36.7,63.3,"ENRIQUE_CARDENAS",43.75,"2"
"1285",6,36,40,0,7,89,282,6.74,40.45,44.94,0,7.87,31.56,68.44,"MIGUEL_BARBOSA",44.94,"3"
"1286",31,117,93,1,8,250,582,12.4,46.8,37.2,0.4,3.2,42.96,57.04,"ENRIQUE_CARDENAS",46.8,"2"
"1287",43,285,105,0,16,449,921,9.58,63.47,23.39,0,3.56,48.75,51.25,"ENRIQUE_CARDENAS",63.47,"2"
"1288",60,196,175,0,18,449,1169,13.36,43.65,38.98,0,4.01,38.41,61.59,"ENRIQUE_CARDENAS",43.65,"2"
"1289",63,264,148,0,25,500,1070,12.6,52.8,29.6,0,5,46.73,53.27,"ENRIQUE_CARDENAS",52.8,"2"
"129",292,848,640,5,61,1846,9033,15.82,45.94,34.67,0.27,3.3,20.44,79.56,"ENRIQUE_CARDENAS",45.94,"2"
"1290",29,265,118,0,6,418,947,6.94,63.4,28.23,0,1.44,44.14,55.86,"ENRIQUE_CARDENAS",63.4,"2"
"1291",53,323,224,2,32,634,1396,8.36,50.95,35.33,0.32,5.05,45.42,54.58,"ENRIQUE_CARDENAS",50.95,"2"
"1292",71,302,210,1,21,605,1608,11.74,49.92,34.71,0.17,3.47,37.62,62.38,"ENRIQUE_CARDENAS",49.92,"2"
"1293",61,161,131,0,24,377,1273,16.18,42.71,34.75,0,6.37,29.62,70.38,"ENRIQUE_CARDENAS",42.71,"2"
"1294",34,179,126,0,13,352,865,9.66,50.85,35.8,0,3.69,40.69,59.31,"ENRIQUE_CARDENAS",50.85,"2"
"1295",71,248,244,1,14,578,1524,12.28,42.91,42.21,0.17,2.42,37.93,62.07,"ENRIQUE_CARDENAS",42.91,"2"
"1296",63,182,202,1,22,470,1398,13.4,38.72,42.98,0.21,4.68,33.62,66.38,"MIGUEL_BARBOSA",42.98,"3"
"1297",31,177,153,0,11,372,951,8.33,47.58,41.13,0,2.96,39.12,60.88,"ENRIQUE_CARDENAS",47.58,"2"
"1298",22,131,75,0,9,237,644,9.28,55.27,31.65,0,3.8,36.8,63.2,"ENRIQUE_CARDENAS",55.27,"2"
"1299",61,236,131,0,14,442,1205,13.8,53.39,29.64,0,3.17,36.68,63.32,"ENRIQUE_CARDENAS",53.39,"2"
"13",45,137,145,0,8,335,1414,13.43,40.9,43.28,0,2.39,23.69,76.31,"MIGUEL_BARBOSA",43.28,"3"
"130",112,383,331,0,30,856,2127,13.08,44.74,38.67,0,3.5,40.24,59.76,"ENRIQUE_CARDENAS",44.74,"2"
"1300",30,181,162,1,12,386,1016,7.77,46.89,41.97,0.26,3.11,37.99,62.01,"ENRIQUE_CARDENAS",46.89,"2"
"1301",25,137,95,5,8,270,698,9.26,50.74,35.19,1.85,2.96,38.68,61.32,"ENRIQUE_CARDENAS",50.74,"2"
"1302",19,273,160,0,7,459,687,4.14,59.48,34.86,0,1.53,66.81,33.19,"ENRIQUE_CARDENAS",59.48,"2"
"1303",60,242,192,1,23,518,1437,11.58,46.72,37.07,0.19,4.44,36.05,63.95,"ENRIQUE_CARDENAS",46.72,"2"
"1304",68,429,340,0,19,856,1815,7.94,50.12,39.72,0,2.22,47.16,52.84,"ENRIQUE_CARDENAS",50.12,"2"
"1305",79,204,180,0,22,485,1350,16.29,42.06,37.11,0,4.54,35.93,64.07,"ENRIQUE_CARDENAS",42.06,"2"
"1306",76,223,211,0,25,535,1388,14.21,41.68,39.44,0,4.67,38.54,61.46,"ENRIQUE_CARDENAS",41.68,"2"
"1307",74,235,266,0,29,604,1840,12.25,38.91,44.04,0,4.8,32.83,67.17,"MIGUEL_BARBOSA",44.04,"3"
"1308",40,451,145,0,20,656,1263,6.1,68.75,22.1,0,3.05,51.94,48.06,"ENRIQUE_CARDENAS",68.75,"2"
"1309",40,140,110,0,16,306,932,13.07,45.75,35.95,0,5.23,32.83,67.17,"ENRIQUE_CARDENAS",45.75,"2"
"131",136,435,344,2,27,944,3515,14.41,46.08,36.44,0.21,2.86,26.86,73.14,"ENRIQUE_CARDENAS",46.08,"2"
"1310",34,208,125,0,13,380,976,8.95,54.74,32.89,0,3.42,38.93,61.07,"ENRIQUE_CARDENAS",54.74,"2"
"1311",51,204,145,0,28,428,956,11.92,47.66,33.88,0,6.54,44.77,55.23,"ENRIQUE_CARDENAS",47.66,"2"
"1312",17,154,100,1,11,283,699,6.01,54.42,35.34,0.35,3.89,40.49,59.51,"ENRIQUE_CARDENAS",54.42,"2"
"1313",113,514,295,2,26,950,2219,11.89,54.11,31.05,0.21,2.74,42.81,57.19,"ENRIQUE_CARDENAS",54.11,"2"
"1314",55,561,202,0,22,840,1608,6.55,66.79,24.05,0,2.62,52.24,47.76,"ENRIQUE_CARDENAS",66.79,"2"
"1315",53,206,133,0,19,411,1057,12.9,50.12,32.36,0,4.62,38.88,61.12,"ENRIQUE_CARDENAS",50.12,"2"
"1316",61,180,187,0,25,453,1365,13.47,39.74,41.28,0,5.52,33.19,66.81,"MIGUEL_BARBOSA",41.28,"3"
"1317",47,177,163,0,14,401,1066,11.72,44.14,40.65,0,3.49,37.62,62.38,"ENRIQUE_CARDENAS",44.14,"2"
"1319",55,226,287,0,22,590,1572,9.32,38.31,48.64,0,3.73,37.53,62.47,"MIGUEL_BARBOSA",48.64,"3"
"132",217,572,596,0,54,1439,7288,15.08,39.75,41.42,0,3.75,19.74,80.26,"MIGUEL_BARBOSA",41.42,"3"
"1320",115,660,582,0,41,1398,2756,8.23,47.21,41.63,0,2.93,50.73,49.27,"ENRIQUE_CARDENAS",47.21,"2"
"1321",58,235,259,0,19,571,1521,10.16,41.16,45.36,0,3.33,37.54,62.46,"MIGUEL_BARBOSA",45.36,"3"
"1322",70,249,191,0,10,520,1277,13.46,47.88,36.73,0,1.92,40.72,59.28,"ENRIQUE_CARDENAS",47.88,"2"
"1323",54,226,195,1,30,506,1152,10.67,44.66,38.54,0.2,5.93,43.92,56.08,"ENRIQUE_CARDENAS",44.66,"2"
"1324",56,555,212,1,18,842,1606,6.65,65.91,25.18,0.12,2.14,52.43,47.57,"ENRIQUE_CARDENAS",65.91,"2"
"1325",31,438,162,0,15,646,1211,4.8,67.8,25.08,0,2.32,53.34,46.66,"ENRIQUE_CARDENAS",67.8,"2"
"1326",46,162,115,0,8,331,878,13.9,48.94,34.74,0,2.42,37.7,62.3,"ENRIQUE_CARDENAS",48.94,"2"
"1327",76,283,215,0,25,599,1526,12.69,47.25,35.89,0,4.17,39.25,60.75,"ENRIQUE_CARDENAS",47.25,"2"
"1328",79,249,259,1,23,611,1569,12.93,40.75,42.39,0.16,3.76,38.94,61.06,"MIGUEL_BARBOSA",42.39,"3"
"1329",54,355,214,0,26,649,1991,8.32,54.7,32.97,0,4.01,32.6,67.4,"ENRIQUE_CARDENAS",54.7,"2"
"133",72,165,152,0,11,400,1850,18,41.25,38,0,2.75,21.62,78.38,"ENRIQUE_CARDENAS",41.25,"2"
"1330",26,164,112,0,13,315,882,8.25,52.06,35.56,0,4.13,35.71,64.29,"ENRIQUE_CARDENAS",52.06,"2"
"1331",68,220,176,0,18,482,1252,14.11,45.64,36.51,0,3.73,38.5,61.5,"ENRIQUE_CARDENAS",45.64,"2"
"1332",27,189,121,0,8,345,856,7.83,54.78,35.07,0,2.32,40.3,59.7,"ENRIQUE_CARDENAS",54.78,"2"
"1333",79,196,157,0,22,454,1148,17.4,43.17,34.58,0,4.85,39.55,60.45,"ENRIQUE_CARDENAS",43.17,"2"
"1334",54,188,157,0,23,422,1053,12.8,44.55,37.2,0,5.45,40.08,59.92,"ENRIQUE_CARDENAS",44.55,"2"
"1335",55,185,157,0,10,407,900,13.51,45.45,38.57,0,2.46,45.22,54.78,"ENRIQUE_CARDENAS",45.45,"2"
"1336",13,72,78,0,7,170,439,7.65,42.35,45.88,0,4.12,38.72,61.28,"MIGUEL_BARBOSA",45.88,"3"
"1337",30,259,135,0,11,435,986,6.9,59.54,31.03,0,2.53,44.12,55.88,"ENRIQUE_CARDENAS",59.54,"2"
"1338",84,200,265,0,24,573,1629,14.66,34.9,46.25,0,4.19,35.17,64.83,"MIGUEL_BARBOSA",46.25,"3"
"1339",63,237,196,0,20,516,1424,12.21,45.93,37.98,0,3.88,36.24,63.76,"ENRIQUE_CARDENAS",45.93,"2"
"134",465,103,327,0,53,948,2106,49.05,10.86,34.49,0,5.59,45.01,54.99,"ALBERTO_JIMENEZ",49.05,"1"
"1340",65,189,216,0,12,482,1228,13.49,39.21,44.81,0,2.49,39.25,60.75,"MIGUEL_BARBOSA",44.81,"3"
"1341",29,161,198,0,9,397,1122,7.3,40.55,49.87,0,2.27,35.38,64.62,"MIGUEL_BARBOSA",49.87,"3"
"1342",38,171,161,1,17,388,977,9.79,44.07,41.49,0.26,4.38,39.71,60.29,"ENRIQUE_CARDENAS",44.07,"2"
"1343",24,57,74,0,6,161,392,14.91,35.4,45.96,0,3.73,41.07,58.93,"MIGUEL_BARBOSA",45.96,"3"
"1344",30,140,90,0,9,269,548,11.15,52.04,33.46,0,3.35,49.09,50.91,"ENRIQUE_CARDENAS",52.04,"2"
"1345",40,218,163,1,17,439,994,9.11,49.66,37.13,0.23,3.87,44.16,55.84,"ENRIQUE_CARDENAS",49.66,"2"
