ID_ESTADO,ESTADO,ID_DISTRITO,DISTRITO_FEDERAL,MUNICIPIO,SECCION
21,PUEBLA,2,2,50,429
21,PUEBLA,2,2,161,2049
21,PUEBLA,2,2,161,2050
21,PUEBLA,2,3,8,75
21,PUEBLA,2,3,8,76
21,PUEBLA,2,3,8,77
21,PUEBLA,2,3,8,78
21,PUEBLA,2,3,16,134
21,PUEBLA,2,3,16,135
21,PUEBLA,2,3,16,136
21,PUEBLA,2,3,16,137
21,PUEBLA,2,3,16,138
21,PUEBLA,2,3,54,461
21,PUEBLA,2,3,54,462
21,PUEBLA,2,3,54,463
21,PUEBLA,2,3,54,464
21,PUEBLA,2,3,54,465
21,PUEBLA,2,3,54,466
21,PUEBLA,2,3,54,467
21,PUEBLA,2,3,54,468
21,PUEBLA,2,3,54,469
21,PUEBLA,2,3,54,470
21,PUEBLA,2,3,54,471
21,PUEBLA,2,3,54,472
21,PUEBLA,2,3,54,473
21,PUEBLA,2,3,54,474
21,PUEBLA,2,3,54,475
21,PUEBLA,2,3,54,476
21,PUEBLA,2,3,54,477
21,PUEBLA,2,3,54,478
21,PUEBLA,2,3,54,479
21,PUEBLA,2,3,54,480
21,PUEBLA,2,3,54,481
21,PUEBLA,2,3,54,482
21,PUEBLA,2,3,54,483
21,PUEBLA,2,3,54,484
21,PUEBLA,2,3,54,485
21,PUEBLA,2,3,54,486
21,PUEBLA,2,3,54,487
21,PUEBLA,2,3,54,488
21,PUEBLA,2,3,85,712
21,PUEBLA,2,3,85,713
21,PUEBLA,2,3,85,714
21,PUEBLA,2,3,85,715
21,PUEBLA,2,3,85,716
21,PUEBLA,2,3,85,717
21,PUEBLA,2,3,85,718
21,PUEBLA,2,3,85,719
21,PUEBLA,2,3,85,720
21,PUEBLA,2,3,85,721
21,PUEBLA,2,3,85,722
21,PUEBLA,2,3,85,723
21,PUEBLA,2,3,85,724
21,PUEBLA,2,3,85,725
21,PUEBLA,2,3,85,726
21,PUEBLA,2,3,208,2460
21,PUEBLA,2,3,208,2461
21,PUEBLA,2,3,208,2462
21,PUEBLA,2,3,208,2463
21,PUEBLA,2,3,208,2464
21,PUEBLA,2,3,208,2465
21,PUEBLA,2,3,208,2466
21,PUEBLA,2,3,208,2467
21,PUEBLA,2,3,208,2468
21,PUEBLA,2,3,208,2469
21,PUEBLA,2,3,208,2470
21,PUEBLA,2,3,208,2471
21,PUEBLA,2,3,208,2472
21,PUEBLA,2,3,208,2473
21,PUEBLA,2,3,208,2474
21,PUEBLA,2,3,208,2475
21,PUEBLA,2,3,208,2476
21,PUEBLA,2,3,208,2477
21,PUEBLA,2,3,208,2478
21,PUEBLA,2,3,208,2479
21,PUEBLA,2,3,208,2480
21,PUEBLA,2,3,208,2481
21,PUEBLA,2,3,208,2482
21,PUEBLA,2,3,208,2483
21,PUEBLA,2,3,208,2484
21,PUEBLA,2,3,208,2485
21,PUEBLA,2,3,208,2486
21,PUEBLA,2,3,208,2487
21,PUEBLA,2,3,208,2488
21,PUEBLA,2,3,208,2489
21,PUEBLA,2,4,30,271
21,PUEBLA,2,4,30,272
21,PUEBLA,2,4,40,319
21,PUEBLA,2,4,40,320
21,PUEBLA,2,4,40,321
21,PUEBLA,2,4,40,322
21,PUEBLA,2,4,73,631
21,PUEBLA,2,4,73,632
21,PUEBLA,2,4,73,633
21,PUEBLA,2,4,73,634
21,PUEBLA,2,4,73,635
21,PUEBLA,2,4,73,636
21,PUEBLA,2,4,73,637
21,PUEBLA,2,4,73,638
21,PUEBLA,2,4,73,639
21,PUEBLA,2,4,79,693
21,PUEBLA,2,4,79,694
21,PUEBLA,2,4,79,695
21,PUEBLA,2,4,80,696
21,PUEBLA,2,4,80,697
21,PUEBLA,2,4,80,698
21,PUEBLA,2,4,80,699
21,PUEBLA,2,4,80,700
21,PUEBLA,2,4,82,704
21,PUEBLA,2,4,82,705
21,PUEBLA,2,4,86,727
21,PUEBLA,2,4,86,728
21,PUEBLA,2,4,86,729
21,PUEBLA,2,4,102,835
21,PUEBLA,2,4,102,836
21,PUEBLA,2,4,102,837
21,PUEBLA,2,4,108,867
21,PUEBLA,2,4,108,868
21,PUEBLA,2,4,108,869
21,PUEBLA,2,4,108,870
21,PUEBLA,2,4,108,871
21,PUEBLA,2,4,108,872
21,PUEBLA,2,4,108,873
21,PUEBLA,2,4,108,874
21,PUEBLA,2,4,166,2089
21,PUEBLA,2,4,166,2090
21,PUEBLA,2,4,166,2091
21,PUEBLA,2,4,166,2092
21,PUEBLA,2,4,166,2093
21,PUEBLA,2,4,166,2094
21,PUEBLA,2,4,171,2117
21,PUEBLA,2,4,171,2118
21,PUEBLA,2,4,171,2119
21,PUEBLA,2,4,171,2120
21,PUEBLA,2,4,171,2121
21,PUEBLA,2,4,171,2122
21,PUEBLA,2,4,171,2123
21,PUEBLA,2,4,171,2124
21,PUEBLA,2,4,171,2125
21,PUEBLA,2,4,171,2126
21,PUEBLA,2,4,171,2127
21,PUEBLA,2,4,171,2128
21,PUEBLA,2,4,171,2129
21,PUEBLA,2,4,171,2130
21,PUEBLA,2,4,171,2131
21,PUEBLA,2,4,200,2405
21,PUEBLA,2,4,200,2406
21,PUEBLA,2,4,202,2409
21,PUEBLA,2,4,202,2410
21,PUEBLA,2,4,202,2411
21,PUEBLA,2,4,202,2412
21,PUEBLA,2,4,210,2499
21,PUEBLA,2,4,210,2500
21,PUEBLA,2,4,210,2501
21,PUEBLA,2,4,212,2508
21,PUEBLA,2,4,212,2509
21,PUEBLA,2,4,212,2510
21,PUEBLA,2,4,212,2511
21,PUEBLA,2,4,212,2512
21,PUEBLA,2,4,212,2513
21,PUEBLA,2,4,212,2514
21,PUEBLA,2,4,212,2515
21,PUEBLA,2,4,212,2516
21,PUEBLA,2,4,212,2517
21,PUEBLA,2,4,212,2518
21,PUEBLA,2,4,212,2519
21,PUEBLA,2,4,215,2533
21,PUEBLA,2,4,215,2534
21,PUEBLA,2,5,90,776
21,PUEBLA,2,5,90,777
21,PUEBLA,2,5,90,778
21,PUEBLA,2,5,192,2326
21,PUEBLA,2,5,192,2327
21,PUEBLA,2,5,192,2328
21,PUEBLA,2,5,216,2535
21,PUEBLA,2,5,216,2536
21,PUEBLA,3,4,207,2433
21,PUEBLA,3,4,207,2434
21,PUEBLA,3,4,207,2435
21,PUEBLA,3,4,207,2436
21,PUEBLA,3,4,207,2437
21,PUEBLA,3,4,207,2438
21,PUEBLA,3,4,207,2439
21,PUEBLA,3,4,207,2440
21,PUEBLA,3,4,207,2441
21,PUEBLA,3,4,207,2442
21,PUEBLA,3,4,207,2443
21,PUEBLA,3,4,207,2444
21,PUEBLA,3,4,207,2445
21,PUEBLA,3,4,207,2446
21,PUEBLA,3,4,207,2447
21,PUEBLA,3,4,207,2448
21,PUEBLA,3,4,207,2449
21,PUEBLA,3,4,207,2450
21,PUEBLA,3,4,207,2451
21,PUEBLA,3,4,207,2452
21,PUEBLA,3,4,207,2453
21,PUEBLA,3,4,207,2454
21,PUEBLA,3,4,207,2455
21,PUEBLA,3,4,207,2456
21,PUEBLA,3,4,207,2457
21,PUEBLA,3,4,207,2458
21,PUEBLA,3,4,207,2459
21,PUEBLA,3,4,211,2502
21,PUEBLA,3,4,211,2503
21,PUEBLA,3,4,211,2504
21,PUEBLA,3,4,211,2505
21,PUEBLA,3,4,211,2506
21,PUEBLA,3,4,211,2507
21,PUEBLA,3,5,2,20
21,PUEBLA,3,5,2,21
21,PUEBLA,3,5,2,22
21,PUEBLA,3,5,2,23
21,PUEBLA,3,5,2,24
21,PUEBLA,3,5,2,25
21,PUEBLA,3,5,2,26
21,PUEBLA,3,5,2,27
21,PUEBLA,3,5,17,139
21,PUEBLA,3,5,17,140
21,PUEBLA,3,5,17,141
21,PUEBLA,3,5,17,142
21,PUEBLA,3,5,17,143
21,PUEBLA,3,5,17,144
21,PUEBLA,3,5,17,145
21,PUEBLA,3,5,17,146
21,PUEBLA,3,5,17,147
21,PUEBLA,3,5,25,241
21,PUEBLA,3,5,25,242
21,PUEBLA,3,5,25,243
21,PUEBLA,3,5,25,244
21,PUEBLA,3,5,44,344
21,PUEBLA,3,5,44,345
21,PUEBLA,3,5,44,346
21,PUEBLA,3,5,44,347
21,PUEBLA,3,5,44,348
21,PUEBLA,3,5,44,349
21,PUEBLA,3,5,44,350
21,PUEBLA,3,5,44,351
21,PUEBLA,3,5,44,352
21,PUEBLA,3,5,44,353
21,PUEBLA,3,5,44,354
21,PUEBLA,3,5,44,355
21,PUEBLA,3,5,44,356
21,PUEBLA,3,5,44,357
21,PUEBLA,3,5,44,358
21,PUEBLA,3,5,44,359
21,PUEBLA,3,5,44,360
21,PUEBLA,3,5,44,361
21,PUEBLA,3,5,44,362
21,PUEBLA,3,5,44,363
21,PUEBLA,3,5,77,673
21,PUEBLA,3,5,77,674
21,PUEBLA,3,5,77,675
21,PUEBLA,3,5,77,676
21,PUEBLA,3,5,77,677
21,PUEBLA,3,5,78,678
21,PUEBLA,3,5,78,679
21,PUEBLA,3,5,78,680
21,PUEBLA,3,5,78,681
21,PUEBLA,3,5,78,682
21,PUEBLA,3,5,78,683
21,PUEBLA,3,5,78,684
21,PUEBLA,3,5,78,685
21,PUEBLA,3,5,78,686
21,PUEBLA,3,5,78,687
21,PUEBLA,3,5,78,688
21,PUEBLA,3,5,78,689
21,PUEBLA,3,5,78,690
21,PUEBLA,3,5,78,691
21,PUEBLA,3,5,78,692
21,PUEBLA,3,5,157,2025
21,PUEBLA,3,5,157,2026
21,PUEBLA,3,5,157,2027
21,PUEBLA,3,5,157,2028
21,PUEBLA,3,5,157,2029
21,PUEBLA,3,5,157,2030
21,PUEBLA,3,5,157,2031
21,PUEBLA,3,5,157,2032
21,PUEBLA,3,5,172,2132
21,PUEBLA,3,5,172,2133
21,PUEBLA,3,5,186,2272
21,PUEBLA,3,5,186,2273
21,PUEBLA,3,5,186,2274
21,PUEBLA,3,5,186,2275
21,PUEBLA,3,5,186,2276
21,PUEBLA,3,5,186,2277
21,PUEBLA,3,5,186,2278
21,PUEBLA,3,5,186,2279
21,PUEBLA,3,5,186,2280
21,PUEBLA,3,5,186,2281
21,PUEBLA,3,5,186,2282
21,PUEBLA,3,5,186,2283
21,PUEBLA,3,5,186,2284
21,PUEBLA,3,5,186,2285
21,PUEBLA,3,5,186,2286
21,PUEBLA,3,5,186,2287
21,PUEBLA,3,5,186,2288
21,PUEBLA,3,5,186,2289
21,PUEBLA,3,5,186,2290
21,PUEBLA,3,5,186,2291
21,PUEBLA,3,5,186,2292
21,PUEBLA,3,5,186,2293
21,PUEBLA,3,5,186,2294
21,PUEBLA,3,5,204,2416
21,PUEBLA,3,5,204,2417
21,PUEBLA,3,5,204,2418
21,PUEBLA,3,5,204,2419
21,PUEBLA,3,6,55,489
21,PUEBLA,3,6,55,490
21,PUEBLA,3,6,55,491
21,PUEBLA,3,6,55,492
21,PUEBLA,3,6,55,493
21,PUEBLA,3,6,55,494
21,PUEBLA,3,6,55,495
21,PUEBLA,3,6,173,2134
21,PUEBLA,3,6,173,2135
21,PUEBLA,3,6,173,2136
21,PUEBLA,3,6,173,2137
21,PUEBLA,3,6,173,2138
21,PUEBLA,3,6,173,2139
21,PUEBLA,3,6,173,2140
21,PUEBLA,3,6,173,2141
21,PUEBLA,3,6,173,2142
21,PUEBLA,3,6,173,2143
21,PUEBLA,3,6,173,2144
21,PUEBLA,3,6,173,2145
21,PUEBLA,3,6,173,2146
21,PUEBLA,3,6,173,2147
21,PUEBLA,3,6,173,2148
21,PUEBLA,3,6,173,2149
21,PUEBLA,3,6,173,2150
21,PUEBLA,3,6,173,2151
21,PUEBLA,3,6,173,2152
21,PUEBLA,3,6,173,2153
21,PUEBLA,3,6,173,2154
21,PUEBLA,3,6,173,2155
21,PUEBLA,3,6,173,2156
21,PUEBLA,3,6,173,2157
21,PUEBLA,3,6,173,2158
21,PUEBLA,3,6,173,2159
21,PUEBLA,3,6,173,2160
21,PUEBLA,3,6,173,2161
21,PUEBLA,3,6,173,2162
21,PUEBLA,3,6,173,2163
21,PUEBLA,3,6,173,2164
21,PUEBLA,3,6,173,2165
21,PUEBLA,3,6,173,2166
21,PUEBLA,3,6,173,2167
21,PUEBLA,3,6,173,2168
21,PUEBLA,3,6,173,2169
21,PUEBLA,3,6,173,2170
21,PUEBLA,3,6,173,2171
21,PUEBLA,3,6,173,2172
21,PUEBLA,3,6,173,2173
21,PUEBLA,3,6,173,2174
21,PUEBLA,4,15,66,544
21,PUEBLA,4,15,66,545
21,PUEBLA,4,15,66,546
21,PUEBLA,4,15,66,547
21,PUEBLA,4,15,66,548
21,PUEBLA,4,15,66,549
21,PUEBLA,4,15,66,550
21,PUEBLA,4,15,111,897
21,PUEBLA,4,15,111,898
21,PUEBLA,4,15,111,899
21,PUEBLA,4,15,111,900
21,PUEBLA,4,15,111,901
21,PUEBLA,4,15,111,902
21,PUEBLA,4,15,111,903
21,PUEBLA,4,15,111,904
21,PUEBLA,4,15,111,905
21,PUEBLA,4,15,111,906
21,PUEBLA,4,15,111,907
21,PUEBLA,4,15,111,908
21,PUEBLA,4,15,111,909
21,PUEBLA,4,15,111,910
21,PUEBLA,4,15,111,911
21,PUEBLA,4,15,116,1610
21,PUEBLA,4,15,116,1611
21,PUEBLA,4,15,116,1612
21,PUEBLA,4,15,116,1613
21,PUEBLA,4,15,116,1614
21,PUEBLA,4,15,116,1615
21,PUEBLA,4,15,116,1616
21,PUEBLA,4,15,116,1617
21,PUEBLA,4,15,116,1618
21,PUEBLA,4,15,116,1619
21,PUEBLA,4,15,116,1620
21,PUEBLA,4,15,116,1621
21,PUEBLA,4,15,116,1622
21,PUEBLA,4,15,116,1623
21,PUEBLA,4,15,116,1624
21,PUEBLA,4,15,116,1625
21,PUEBLA,4,24,27,253
21,PUEBLA,4,24,27,254
21,PUEBLA,4,24,27,255
21,PUEBLA,4,24,27,256
21,PUEBLA,4,24,27,257
21,PUEBLA,4,24,27,258
21,PUEBLA,4,24,27,259
21,PUEBLA,4,24,209,2490
21,PUEBLA,4,24,209,2491
21,PUEBLA,4,24,209,2492
21,PUEBLA,4,24,209,2493
21,PUEBLA,4,24,209,2494
21,PUEBLA,4,24,209,2495
21,PUEBLA,4,24,209,2496
21,PUEBLA,4,24,209,2497
21,PUEBLA,4,24,209,2498
21,PUEBLA,4,25,29,262
21,PUEBLA,4,25,29,263
21,PUEBLA,4,25,29,264
21,PUEBLA,4,25,29,265
21,PUEBLA,4,25,29,266
21,PUEBLA,4,25,29,267
21,PUEBLA,4,25,29,268
21,PUEBLA,4,25,29,269
21,PUEBLA,4,25,29,270
21,PUEBLA,4,25,47,395
21,PUEBLA,4,25,47,396
21,PUEBLA,4,25,47,397
21,PUEBLA,4,25,104,842
21,PUEBLA,4,25,104,843
21,PUEBLA,4,25,104,844
21,PUEBLA,4,25,104,845
21,PUEBLA,4,26,10,80
21,PUEBLA,4,26,10,81
21,PUEBLA,4,26,10,82
21,PUEBLA,4,26,10,83
21,PUEBLA,4,26,10,84
21,PUEBLA,4,26,10,85
21,PUEBLA,4,26,10,86
21,PUEBLA,4,26,10,87
21,PUEBLA,4,26,10,88
21,PUEBLA,4,26,10,89
21,PUEBLA,4,26,10,90
21,PUEBLA,4,26,10,91
21,PUEBLA,4,26,10,92
21,PUEBLA,4,26,10,93
21,PUEBLA,4,26,10,94
21,PUEBLA,4,26,10,95
21,PUEBLA,4,26,10,96
21,PUEBLA,4,26,10,97
21,PUEBLA,4,26,10,98
21,PUEBLA,4,26,10,99
21,PUEBLA,4,26,10,100
21,PUEBLA,4,26,10,101
21,PUEBLA,4,26,13,107
21,PUEBLA,4,26,13,108
21,PUEBLA,4,26,13,109
21,PUEBLA,4,26,13,110
21,PUEBLA,4,26,13,111
21,PUEBLA,4,26,13,112
21,PUEBLA,4,26,36,294
21,PUEBLA,4,26,36,295
21,PUEBLA,4,26,36,296
21,PUEBLA,4,26,36,297
21,PUEBLA,4,26,36,298
21,PUEBLA,4,26,36,299
21,PUEBLA,4,26,36,300
21,PUEBLA,4,26,36,301
21,PUEBLA,4,26,36,302
21,PUEBLA,4,26,36,303
21,PUEBLA,4,26,36,304
21,PUEBLA,4,26,36,305
21,PUEBLA,4,26,37,306
21,PUEBLA,4,26,37,307
21,PUEBLA,4,26,37,308
21,PUEBLA,4,26,37,309
21,PUEBLA,4,26,37,310
21,PUEBLA,4,26,37,311
21,PUEBLA,4,26,37,312
21,PUEBLA,4,26,37,313
21,PUEBLA,4,26,62,518
21,PUEBLA,4,26,62,519
21,PUEBLA,4,26,62,520
21,PUEBLA,4,26,62,521
21,PUEBLA,4,26,62,522
21,PUEBLA,4,26,62,523
21,PUEBLA,4,26,121,1672
21,PUEBLA,4,26,121,1673
21,PUEBLA,4,26,125,1685
21,PUEBLA,4,26,125,1686
21,PUEBLA,4,26,125,1687
21,PUEBLA,4,26,125,1688
21,PUEBLA,4,26,125,1689
21,PUEBLA,4,26,125,1690
21,PUEBLA,4,26,130,1708
21,PUEBLA,4,26,130,1709
21,PUEBLA,4,26,130,1710
21,PUEBLA,4,26,130,1711
21,PUEBLA,4,26,130,1712
21,PUEBLA,4,26,130,1713
21,PUEBLA,4,26,130,1714
21,PUEBLA,4,26,177,2201
21,PUEBLA,4,26,177,2202
21,PUEBLA,4,26,177,2203
21,PUEBLA,4,26,177,2204
21,PUEBLA,4,26,177,2205
21,PUEBLA,4,26,177,2206
21,PUEBLA,4,26,177,2207
21,PUEBLA,4,26,177,2208
21,PUEBLA,4,26,195,2349
21,PUEBLA,4,26,195,2350
21,PUEBLA,4,26,195,2351
21,PUEBLA,4,26,195,2352
21,PUEBLA,4,26,195,2353
21,PUEBLA,4,26,195,2354
21,PUEBLA,4,26,195,2355
21,PUEBLA,4,26,195,2356
21,PUEBLA,4,26,195,2357
21,PUEBLA,4,26,195,2358
21,PUEBLA,4,26,195,2359
21,PUEBLA,4,26,214,2527
21,PUEBLA,4,26,214,2528
21,PUEBLA,4,26,214,2529
21,PUEBLA,4,26,214,2530
21,PUEBLA,4,26,214,2531
21,PUEBLA,4,26,214,2532
21,PUEBLA,4,26,217,2537
21,PUEBLA,4,26,217,2538
21,PUEBLA,4,26,217,2539
21,PUEBLA,4,26,217,2540
21,PUEBLA,4,26,217,2541
21,PUEBLA,4,26,217,2542
21,PUEBLA,4,26,217,2543
21,PUEBLA,4,26,217,2544
21,PUEBLA,4,26,217,2545
21,PUEBLA,4,26,217,2546
21,PUEBLA,4,26,217,2547
21,PUEBLA,4,26,217,2548
21,PUEBLA,5,7,133,1720
21,PUEBLA,5,7,133,1721
21,PUEBLA,5,7,133,1722
21,PUEBLA,5,7,133,1723
21,PUEBLA,5,7,133,1724
21,PUEBLA,5,7,133,1725
21,PUEBLA,5,7,133,1726
21,PUEBLA,5,7,133,1727
21,PUEBLA,5,7,133,1728
21,PUEBLA,5,7,133,1729
21,PUEBLA,5,7,133,1730
21,PUEBLA,5,7,133,1731
21,PUEBLA,5,7,133,1732
21,PUEBLA,5,7,133,1733
21,PUEBLA,5,7,133,1734
21,PUEBLA,5,7,133,1735
21,PUEBLA,5,7,133,1736
21,PUEBLA,5,7,133,1737
21,PUEBLA,5,7,133,1738
21,PUEBLA,5,7,133,1739
21,PUEBLA,5,7,133,1740
21,PUEBLA,5,7,133,1741
21,PUEBLA,5,7,133,1742
21,PUEBLA,5,7,133,1743
21,PUEBLA,5,7,133,1744
21,PUEBLA,5,7,133,1745
21,PUEBLA,5,7,133,1746
21,PUEBLA,5,7,133,1747
21,PUEBLA,5,7,133,1748
21,PUEBLA,5,7,133,1749
21,PUEBLA,5,7,133,1750
21,PUEBLA,5,7,133,1751
21,PUEBLA,5,7,133,1752
21,PUEBLA,5,7,133,1753
21,PUEBLA,5,7,133,1754
21,PUEBLA,5,7,133,1755
21,PUEBLA,5,7,133,1756
21,PUEBLA,5,7,133,1757
21,PUEBLA,5,7,133,1758
21,PUEBLA,5,7,133,1759
21,PUEBLA,5,7,133,1760
21,PUEBLA,5,7,133,1761
21,PUEBLA,5,7,133,1762
21,PUEBLA,5,7,133,1763
21,PUEBLA,5,7,133,1764
21,PUEBLA,5,7,133,1765
21,PUEBLA,5,7,133,1766
21,PUEBLA,5,7,133,1767
21,PUEBLA,5,7,133,1768
21,PUEBLA,5,7,133,1769
21,PUEBLA,5,7,133,1770
21,PUEBLA,5,7,133,1771
21,PUEBLA,5,7,133,1772
21,PUEBLA,5,7,133,1773
21,PUEBLA,5,7,135,1775
21,PUEBLA,5,7,135,1776
21,PUEBLA,5,7,135,1777
